id	 activity	 block	 run	 trial	 encodingStrategy	 retentionInterval	 textItemSw	 textItemDe	 response	 correct	 rt
103	 Rest	 2	 3	 1	 Deep	 Delayed	 urekebisho	 Orientierung	 urekebishu	 0	 4.906843
103	 Rest	 2	 3	 2	 Shallow	 Delayed	 kinyongo	 Stimmung	 kinyongo	 1	 2.830675
103	 Rest	 2	 3	 3	 Shallow	 Immediate	 kuhatarisha	 Gefährdung	 kuhatarisha	 1	 3.118296
103	 Rest	 2	 3	 4	 Deep	 Delayed	 heshima	 Respekt	 wasari	 0	 11.371892
103	 Rest	 2	 3	 5	 Deep	 Immediate	 unaweza	 Können	 una	 0	 9.828090
103	 Rest	 2	 3	 6	 Shallow	 Immediate	 kudhibiti	 Kontrolle	 kudhibiti	 1	 2.076366
103	 Rest	 2	 3	 7	 Shallow	 Delayed	 mdanganyifu	 Betrüger	 mdanganyifu	 1	 3.144525
103	 Rest	 2	 3	 8	 Deep	 Immediate	 ubunifu	 Kreativität	 unawesa	 0	 3.713568
103	 Rest	 2	 4	 1	 Deep	 Delayed	 heshima	 Respekt	 heshema	 0	 8.882625
103	 Rest	 2	 4	 2	 Shallow	 Immediate	 kudhibiti	 Kontrolle	 kudhibiti	 1	 2.930749
103	 Rest	 2	 4	 3	 Deep	 Immediate	 unaweza	 Können	 unawesa	 0	 2.695565
103	 Rest	 2	 4	 4	 Deep	 Immediate	 ubunifu	 Kreativität	 unibut	 0	 3.311946
103	 Rest	 2	 4	 5	 Shallow	 Immediate	 kuhatarisha	 Gefährdung	 kuhatarisha	 1	 3.554236
103	 Rest	 2	 4	 6	 Deep	 Delayed	 urekebisho	 Orientierung	 	 0	 3.351594
103	 Rest	 2	 4	 7	 Shallow	 Delayed	 kinyongo	 Stimmung	 kinyongo	 1	 3.532108
103	 Rest	 2	 4	 8	 Shallow	 Delayed	 mdanganyifu	 Betrüger	 mdanganyifu	 1	 3.032684
103	 Rest	 2	 5	 1	 Deep	 Delayed	 urekebisho	 Orientierung	 urekebishu	 0	 3.933394
103	 Rest	 2	 5	 2	 Shallow	 Immediate	 kuhatarisha	 Gefährdung	 kufunga	 0	 3.487187
103	 Rest	 2	 5	 3	 Shallow	 Delayed	 mdanganyifu	 Betrüger	 mdanganyifu	 1	 2.421486
103	 Rest	 2	 5	 4	 Deep	 Delayed	 heshima	 Respekt	 heshiman	 0	 7.274030
103	 Rest	 2	 5	 5	 Shallow	 Immediate	 kudhibiti	 Kontrolle	 kudhibiti	 1	 2.902702
103	 Rest	 2	 5	 6	 Shallow	 Delayed	 kinyongo	 Stimmung	 kinyongo	 1	 2.943019
103	 Rest	 2	 5	 7	 Deep	 Immediate	 unaweza	 Können	 unaweza	 1	 3.256475
103	 Rest	 2	 5	 8	 Deep	 Immediate	 ubunifu	 Kreativität	 usaput	 0	 14.966350
103	 Rest	 2	 6	 1	 Shallow	 Immediate	 kudhibiti	 Kontrolle	 kudhibiti	 1	 1.853200
103	 Rest	 2	 6	 2	 Deep	 Immediate	 ubunifu	 Kreativität	 ubunifu	 1	 3.994770
103	 Rest	 2	 6	 3	 Deep	 Delayed	 urekebisho	 Orientierung	 mwashake	 0	 5.466069
103	 Rest	 2	 6	 4	 Shallow	 Delayed	 mdanganyifu	 Betrüger	 mdanganyifu	 1	 2.730826
103	 Rest	 2	 6	 5	 Deep	 Immediate	 unaweza	 Können	 unaweza	 1	 3.305945
103	 Rest	 2	 6	 6	 Deep	 Delayed	 heshima	 Respekt	 heshima	 1	 4.671434
103	 Rest	 2	 6	 7	 Shallow	 Immediate	 kuhatarisha	 Gefährdung	 kuhatarisha	 1	 4.307538
103	 Rest	 2	 6	 8	 Shallow	 Delayed	 kinyongo	 Stimmung	 kinyongo	 1	 2.710747
103	 Rest	 3	 1	 1	 Deep	 Delayed	 kiwango	 Niveau	 tarsu	 0	 3.335149
103	 Rest	 3	 1	 2	 Deep	 Delayed	 karatasi	 Papier	 abanut	 0	 4.389329
103	 Rest	 3	 1	 3	 Shallow	 Delayed	 maendeleo	 Entwicklung	 kuteseka	 0	 2.342826
103	 Rest	 3	 1	 4	 Shallow	 Delayed	 mashtaka	 Vorwurf	 usahihi	 0	 2.071937
103	 Rest	 3	 1	 5	 Shallow	 Immediate	 kiwiliwili	 Körper	 kiolezo	 0	 2.582529
103	 Rest	 3	 1	 6	 Deep	 Immediate	 banguko	 Lawine	 zaruz	 0	 3.473733
103	 Rest	 3	 1	 7	 Deep	 Immediate	 maongozi	 System	 surisami	 0	 4.297405
103	 Rest	 3	 1	 8	 Shallow	 Immediate	 kilindo	 Übersicht	 utegemezi	 0	 3.460363
103	 Rest	 3	 2	 1	 Shallow	 Immediate	 kiwiliwili	 Körper	 kiwiliwili	 1	 2.278283
103	 Rest	 3	 2	 2	 Deep	 Immediate	 banguko	 Lawine	 urabutz	 0	 3.061839
103	 Rest	 3	 2	 3	 Deep	 Delayed	 karatasi	 Papier	 papueh	 0	 3.978759
103	 Rest	 3	 2	 4	 Shallow	 Delayed	 maendeleo	 Entwicklung	 maendeleo	 1	 3.199917
103	 Rest	 3	 2	 5	 Shallow	 Delayed	 mashtaka	 Vorwurf	 mashtaka	 1	 3.832878
103	 Rest	 3	 2	 6	 Shallow	 Immediate	 kilindo	 Übersicht	 kilindo	 1	 2.774015
103	 Rest	 3	 2	 7	 Deep	 Delayed	 kiwango	 Niveau	 sibna	 0	 7.462475
103	 Rest	 3	 2	 8	 Deep	 Immediate	 maongozi	 System	 awa	 0	 3.302942
103	 Rest	 3	 3	 1	 Deep	 Delayed	 karatasi	 Papier	 	 0	 3.202884
103	 Rest	 3	 3	 2	 Shallow	 Delayed	 mashtaka	 Vorwurf	 mashtaka	 1	 2.299993
103	 Rest	 3	 3	 3	 Shallow	 Immediate	 kilindo	 Übersicht	 kilindo	 1	 3.289647
103	 Rest	 3	 3	 4	 Deep	 Immediate	 banguko	 Lawine	 bangok	 0	 6.488978
103	 Rest	 3	 3	 5	 Shallow	 Delayed	 maendeleo	 Entwicklung	 kuteseka	 0	 3.029602
103	 Rest	 3	 3	 6	 Deep	 Delayed	 kiwango	 Niveau	 	 0	 3.170469
103	 Rest	 3	 3	 7	 Deep	 Immediate	 maongozi	 System	 	 0	 3.717095
103	 Rest	 3	 3	 8	 Shallow	 Immediate	 kiwiliwili	 Körper	 kiwiliwili	 1	 2.614289
103	 Rest	 3	 4	 1	 Shallow	 Delayed	 maendeleo	 Entwicklung	 maendeleo	 1	 2.294457
103	 Rest	 3	 4	 2	 Shallow	 Delayed	 mashtaka	 Vorwurf	 mashtaka	 1	 3.493334
103	 Rest	 3	 4	 3	 Deep	 Delayed	 kiwango	 Niveau	 kiwango	 1	 5.336094
103	 Rest	 3	 4	 4	 Shallow	 Immediate	 kilindo	 Übersicht	 kilindo	 1	 3.819067
103	 Rest	 3	 4	 5	 Deep	 Immediate	 banguko	 Lawine	 banguko	 1	 10.121232
103	 Rest	 3	 4	 6	 Deep	 Immediate	 maongozi	 System	 mangozi	 0	 5.542493
103	 Rest	 3	 4	 7	 Deep	 Delayed	 karatasi	 Papier	 	 0	 3.002340
103	 Rest	 3	 4	 8	 Shallow	 Immediate	 kiwiliwili	 Körper	 kiwiliwili	 1	 1.380194
103	 Rest	 3	 5	 1	 Deep	 Delayed	 kiwango	 Niveau	 kiwango	 1	 3.563734
103	 Rest	 3	 5	 2	 Deep	 Immediate	 maongozi	 System	 maongozi	 1	 5.001137
103	 Rest	 3	 5	 3	 Deep	 Delayed	 karatasi	 Papier	 karatasi	 1	 3.907047
103	 Rest	 3	 5	 4	 Deep	 Immediate	 banguko	 Lawine	 banguko	 1	 2.924658
103	 Rest	 3	 5	 5	 Shallow	 Delayed	 maendeleo	 Entwicklung	 maendeleo	 1	 1.590025
103	 Rest	 3	 5	 6	 Shallow	 Immediate	 kilindo	 Übersicht	 kilindo	 1	 2.406467
103	 Rest	 3	 5	 7	 Shallow	 Immediate	 kiwiliwili	 Körper	 kiwiliwili	 1	 1.490936
103	 Rest	 3	 5	 8	 Shallow	 Delayed	 mashtaka	 Vorwurf	 mashtaka	 1	 3.016985
103	 Rest	 4	 1	 1	 Deep	 Immediate	 mtihani	 Prüfung	 klausu	 0	 2.844116
103	 Rest	 4	 1	 2	 Deep	 Delayed	 uadilifu	 Integrität	 	 0	 1.976826
103	 Rest	 4	 1	 3	 Deep	 Delayed	 mshakiki	 Fleisch	 kabatio	 0	 4.025894
103	 Rest	 4	 1	 4	 Shallow	 Delayed	 kukutana	 Begegnung	 kukutana	 1	 1.416388
103	 Rest	 4	 1	 5	 Shallow	 Delayed	 idhini	 Genehmigung	 kisambo	 0	 2.135032
103	 Rest	 4	 1	 6	 Deep	 Immediate	 ugomaji	 Aufstand	 whasj	 0	 2.826998
103	 Rest	 4	 1	 7	 Shallow	 Immediate	 utamaduni	 Kultur	 utamaduni	 1	 2.150345
103	 Rest	 4	 1	 8	 Shallow	 Immediate	 kuchelewa	 Verzögerung	 gerezani	 0	 1.895396
103	 Rest	 4	 2	 1	 Deep	 Delayed	 mshakiki	 Fleisch	 	 0	 2.268196
103	 Rest	 4	 2	 2	 Deep	 Immediate	 ugomaji	 Aufstand	 	 0	 2.939871
103	 Rest	 4	 2	 3	 Shallow	 Delayed	 idhini	 Genehmigung	 idhini	 1	 5.727445
103	 Rest	 4	 2	 4	 Deep	 Delayed	 uadilifu	 Integrität	 	 0	 3.045300
103	 Rest	 4	 2	 5	 Shallow	 Immediate	 kuchelewa	 Verzögerung	 kuchelewa	 1	 4.163015
103	 Rest	 4	 2	 6	 Deep	 Immediate	 mtihani	 Prüfung	 	 0	 8.094126
103	 Rest	 4	 2	 7	 Shallow	 Immediate	 utamaduni	 Kultur	 udhaifu	 0	 7.427883
103	 Rest	 4	 2	 8	 Shallow	 Delayed	 kukutana	 Begegnung	 madhehebu	 0	 7.454622
103	 Rest	 4	 3	 1	 Shallow	 Immediate	 utamaduni	 Kultur	 utamaduni	 1	 4.681053
103	 Rest	 4	 3	 2	 Deep	 Delayed	 mshakiki	 Fleisch	 kiki	 0	 4.656434
103	 Rest	 4	 3	 3	 Deep	 Immediate	 mtihani	 Prüfung	 mtihani	 1	 3.226072
103	 Rest	 4	 3	 4	 Shallow	 Delayed	 kukutana	 Begegnung	 madhehebu	 0	 3.542961
103	 Rest	 4	 3	 5	 Deep	 Delayed	 uadilifu	 Integrität	 ua	 0	 4.863837
103	 Rest	 4	 3	 6	 Shallow	 Immediate	 kuchelewa	 Verzögerung	 kuchelewa	 1	 2.137884
103	 Rest	 4	 3	 7	 Deep	 Immediate	 ugomaji	 Aufstand	 uabat	 0	 3.440432
103	 Rest	 4	 3	 8	 Shallow	 Delayed	 idhini	 Genehmigung	 idhini	 1	 2.852701
103	 Rest	 4	 4	 1	 Deep	 Immediate	 mtihani	 Prüfung	 mtihani	 1	 2.826539
103	 Rest	 4	 4	 2	 Shallow	 Delayed	 idhini	 Genehmigung	 idhini	 1	 1.327828
103	 Rest	 4	 4	 3	 Deep	 Delayed	 mshakiki	 Fleisch	 mwhkiki	 0	 6.138691
103	 Rest	 4	 4	 4	 Shallow	 Immediate	 kuchelewa	 Verzögerung	 kuchelewa	 1	 2.506651
103	 Rest	 4	 4	 5	 Shallow	 Delayed	 kukutana	 Begegnung	 kukutana	 1	 2.615652
103	 Rest	 4	 4	 6	 Deep	 Immediate	 ugomaji	 Aufstand	 	 0	 3.760836
103	 Rest	 4	 4	 7	 Shallow	 Immediate	 utamaduni	 Kultur	 mashambulizi	 0	 3.767197
103	 Rest	 4	 4	 8	 Deep	 Delayed	 uadilifu	 Integrität	 u	 0	 4.641161
103	 Rest	 4	 5	 1	 Shallow	 Delayed	 idhini	 Genehmigung	 idhini	 1	 1.836723
103	 Rest	 4	 5	 2	 Deep	 Delayed	 uadilifu	 Integrität	 uadilifu	 1	 2.361301
103	 Rest	 4	 5	 3	 Deep	 Immediate	 ugomaji	 Aufstand	 ugoshai	 0	 4.060331
103	 Rest	 4	 5	 4	 Deep	 Delayed	 mshakiki	 Fleisch	 mshakiki	 1	 11.845191
