observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,distractors,german,swahili,enc,distractor1,distractor2,distractor3,x,correct,x_2,response_2
59f2d,deep,flow.Sequence,1_1_1_0,NA,NA,completion,8510.192,96434.299999952,96428.213,96444.562,104954.754,104955.89999998,2023-07-03T08:00:21Z,104971.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Schatten,kivuli,d,NA,NA,NA,NA,NA,NA,NA
59f2d,shallow,flow.Sequence,1_1_1_1,NA,NA,skipped,NA,104956,NA,NA,104954.754,104956.0999999,2023-07-03T08:00:21Z,104971.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Schatten,kivuli,d,NA,NA,NA,NA,NA,NA,NA
59f2d,task,flow.Sequence,1_1_1,NA,NA,completion,8510.192,96434.199999928,96428.213,96444.562,104954.754,104956.29999995,2023-07-03T08:00:21Z,104971.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Schatten,kivuli,d,NA,NA,NA,NA,NA,NA,NA
59f2d,Deep Question,html.Page,1_1_2_0_0,aango,NA,form submission,4912.2019999046,104956.5,104954.754,104971.398,109883.5999999,109883.79999995,2023-07-03T08:00:25Z,109900.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA
59f2d,"""Richtig""-Screen",canvas.Screen,1_1_2_0_1,NA,NA,skipped,NA,109886.19999993,NA,NA,109883.5999999,109886.39999998,2023-07-03T08:00:26Z,109900.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA
59f2d,"""Falsch""-Screen",canvas.Screen,1_1_2_0_2,NA,NA,timeout,4996.059,109888.0999999,109867.122,109900.551,114879.958,114880.5,2023-07-03T08:00:30Z,114896.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,0,NA,NA
59f2d,deep,flow.Sequence,1_1_2_0,NA,NA,completion,9908.56,104956.5,104954.754,104971.398,114879.958,114880.69999993,2023-07-03T08:00:30Z,114896.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA
59f2d,shallow,flow.Sequence,1_1_2_1,NA,NA,skipped,NA,114880.79999995,NA,NA,114879.958,114880.89999998,2023-07-03T08:00:30Z,114896.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA
59f2d,task,flow.Sequence,1_1_2,NA,NA,completion,9908.56,104956.39999998,104954.754,104971.398,114879.958,114881,2023-07-03T08:00:30Z,114896.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA
59f2d,Deep Question,html.Page,1_1_3_0_0,engo,NA,form submission,3579.89,114881.0999999,114879.958,114896.61,118476.5,118476.79999995,2023-07-03T08:00:34Z,118493.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA,NA
59f2d,"""Richtig""-Screen",canvas.Screen,1_1_3_0_1,NA,NA,skipped,NA,118479.29999995,NA,NA,118476.5,118479.5,2023-07-03T08:00:34Z,118493.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA,NA
59f2d,"""Falsch""-Screen",canvas.Screen,1_1_3_0_2,NA,NA,timeout,4995.487,118480.39999998,118459.827,118493.694,123472.429,123473.39999998,2023-07-03T08:00:39Z,123489.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,0,NA,NA
59f2d,deep,flow.Sequence,1_1_3_0,NA,NA,completion,8575.819,114881.0999999,114879.958,114896.61,123472.429,123473.89999998,2023-07-03T08:00:39Z,123489.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA,NA
59f2d,shallow,flow.Sequence,1_1_3_1,NA,NA,skipped,NA,123474,NA,NA,123472.429,123474.19999993,2023-07-03T08:00:39Z,123489.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA,NA
59f2d,task,flow.Sequence,1_1_3,NA,NA,completion,8575.819,114881.0999999,114879.958,114896.61,123472.429,123474.5,2023-07-03T08:00:39Z,123489.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA,NA
59f2d,deep,flow.Sequence,1_1_4_0,NA,NA,skipped,NA,123474.69999993,NA,NA,123472.429,123474.89999998,2023-07-03T08:00:39Z,123489.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA
59f2d,Shallow Question,html.Page,1_1_4_1_0,dereva,NA,form submission,3026.319,123475.0999999,123472.429,123489.181,126515.5,126515.5999999,2023-07-03T08:00:42Z,126519.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA
59f2d,"""Richtig""-Screen",canvas.Screen,1_1_4_1_1,NA,NA,skipped,NA,126517.5,NA,NA,126515.5,126517.5999999,2023-07-03T08:00:42Z,126519.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA
59f2d,"""Falsch""-Screen",canvas.Screen,1_1_4_1_2,NA,NA,timeout,4996.032,126518.29999995,126503.549,126519.799,131499.501,131500.39999998,2023-07-03T08:00:47Z,131515.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,0,NA,NA
59f2d,shallow,flow.Sequence,1_1_4_1,NA,NA,completion,8010.32,123475,123472.429,123489.181,131499.501,131500.79999995,2023-07-03T08:00:47Z,131515.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA
59f2d,task,flow.Sequence,1_1_4,NA,NA,completion,8010.32,123474.5999999,123472.429,123489.181,131499.501,131501.0999999,2023-07-03T08:00:47Z,131515.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA
59f2d,deep,flow.Sequence,1_1_5_0,NA,NA,skipped,NA,131501.29999995,NA,NA,131499.501,131501.5,2023-07-03T08:00:47Z,131515.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA,NA
59f2d,Shallow Question,html.Page,1_1_5_1_0,mikopo,NA,form submission,2536.2689999046,131501.69999993,131499.501,131515.831,134052.0999999,134052.29999995,2023-07-03T08:00:50Z,134063.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA,NA
59f2d,"""Richtig""-Screen",canvas.Screen,1_1_5_1_1,NA,NA,skipped,NA,134054.0999999,NA,NA,134052.0999999,134054.19999993,2023-07-03T08:00:50Z,134063.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA,NA
59f2d,"""Falsch""-Screen",canvas.Screen,1_1_5_1_2,NA,NA,timeout,4996.04,134054.79999995,134047.534,134063.571,139043.444,139044.39999998,2023-07-03T08:00:55Z,139059.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,0,NA,NA
59f2d,shallow,flow.Sequence,1_1_5_1,NA,NA,completion,7527.613,131501.69999993,131499.501,131515.831,139043.444,139044.89999998,2023-07-03T08:00:55Z,139059.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA,NA
59f2d,task,flow.Sequence,1_1_5,NA,NA,completion,7527.613,131501.19999993,131499.501,131515.831,139043.444,139045.19999993,2023-07-03T08:00:55Z,139059.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA,NA
59f2d,block,flow.Loop,1_1,NA,NA,completion,51957.787,87077.699999928,87068.527,87085.657,139043.444,139045.5,2023-07-03T08:00:55Z,139059.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59f2d,Practice,flow.Sequence,1,NA,NA,completion,58668.336,80362.099999905,80353.302,80375.108,139043.444,139045.79999995,2023-07-03T08:00:55Z,139059.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59f2d,Experiment start,canvas.Screen,2,weiter,keypress(q),response,14685.389,139046,139043.444,139059.611,153745,153746.0999999,2023-07-03T08:01:09Z,153847.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59f2d,Deep Question,html.Page,3_0_0_0_0_0_0,ungo,NA,form submission,4827.4509999046,153835,153830.426,153847.649,158675.0999999,158675.39999998,2023-07-03T08:01:14Z,158676.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,3_0_0_0_0_0_1,NA,NA,skipped,NA,158677.29999995,NA,NA,158675.0999999,158677.39999998,2023-07-03T08:01:14Z,158676.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,3_0_0_0_0_0_2,NA,NA,timeout,4996.679,158678.0999999,158660.169,158676.655,163655.96,163658.39999998,2023-07-03T08:01:19Z,163673.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,0,0,NA
59f2d,deep,flow.Sequence,3_0_0_0_0_0,NA,NA,completion,9808.311,153834.89999998,153830.426,153847.649,163655.96,163658.5999999,2023-07-03T08:01:19Z,163673.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,NA,0,NA
59f2d,shallow,flow.Sequence,3_0_0_0_0_1,NA,NA,skipped,NA,163658.5999999,NA,NA,163655.96,163658.79999995,2023-07-03T08:01:19Z,163673.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,NA,0,NA
59f2d,task,flow.Sequence,3_0_0_0_0,NA,NA,completion,9808.311,153834.79999995,153830.426,153847.649,163655.96,163658.79999995,2023-07-03T08:01:19Z,163673.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,NA,0,NA
59f2d,deep,flow.Sequence,3_0_0_0_1_0,NA,NA,skipped,NA,163659.0999999,NA,NA,163655.96,163659.19999993,2023-07-03T08:01:19Z,163673.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spionage,upelelezi,s,maslahi,utokazo,magangao,sdf,NA,0,NA
59f2d,Shallow Question,html.Page,3_0_0_0_1_1_0,magangao,NA,form submission,5747.7659999046,163659.39999998,163655.96,163673.334,169421.0999999,169421.29999995,2023-07-03T08:01:25Z,169434.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spionage,upelelezi,s,maslahi,utokazo,magangao,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,3_0_0_0_1_1_1,NA,NA,skipped,NA,169423.0999999,NA,NA,169421.0999999,169423.19999993,2023-07-03T08:01:25Z,169434.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spionage,upelelezi,s,maslahi,utokazo,magangao,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,3_0_0_0_1_1_2,NA,NA,timeout,4995.924,169423.69999993,169418.409,169434.962,174413.826,174414.69999993,2023-07-03T08:01:30Z,174430.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spionage,upelelezi,s,maslahi,utokazo,magangao,sdf,0,0,NA
59f2d,shallow,flow.Sequence,3_0_0_0_1_1,NA,NA,completion,10740.492,163659.39999998,163655.96,163673.334,174413.826,174415.29999995,2023-07-03T08:01:30Z,174430.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spionage,upelelezi,s,maslahi,utokazo,magangao,sdf,NA,0,NA
59f2d,task,flow.Sequence,3_0_0_0_1,NA,NA,completion,10740.492,163659.0999999,163655.96,163673.334,174413.826,174415.79999995,2023-07-03T08:01:30Z,174430.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spionage,upelelezi,s,maslahi,utokazo,magangao,sdf,NA,0,NA
59f2d,Deep Question,html.Page,3_0_0_0_2_0_0,ongo,NA,form submission,3605.114,174416.29999995,174413.826,174430.886,178036,178036.19999993,2023-07-03T08:01:34Z,178044.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,d,NA,NA,NA,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,3_0_0_0_2_0_1,NA,NA,skipped,NA,178038.79999995,NA,NA,178036,178038.89999998,2023-07-03T08:01:34Z,178044.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,d,NA,NA,NA,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,3_0_0_0_2_0_2,NA,NA,timeout,4996.533,178039.69999993,178028.008,178044.065,183023.983,183024.5,2023-07-03T08:01:39Z,183040.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,d,NA,NA,NA,sdf,0,0,NA
59f2d,deep,flow.Sequence,3_0_0_0_2_0,NA,NA,completion,8593.097,174416.19999993,174413.826,174430.886,183023.983,183024.5999999,2023-07-03T08:01:39Z,183040.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,d,NA,NA,NA,sdf,NA,0,NA
59f2d,shallow,flow.Sequence,3_0_0_0_2_1,NA,NA,skipped,NA,183024.69999993,NA,NA,183023.983,183024.79999995,2023-07-03T08:01:39Z,183040.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,d,NA,NA,NA,sdf,NA,0,NA
59f2d,task,flow.Sequence,3_0_0_0_2,NA,NA,completion,8593.097,174416.0999999,174413.826,174430.886,183023.983,183024.89999998,2023-07-03T08:01:39Z,183040.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,d,NA,NA,NA,sdf,NA,0,NA
59f2d,deep,flow.Sequence,3_0_0_0_3_0,NA,NA,skipped,NA,183024.89999998,NA,NA,183023.983,183025,2023-07-03T08:01:39Z,183040.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fenster,dirisha,s,walakini,tasawari,maarifa,sdf,NA,0,NA
59f2d,Shallow Question,html.Page,3_0_0_0_3_1_0,tasawari,NA,form submission,6648.902,183025.0999999,183023.983,183040.598,189689.5,189689.69999993,2023-07-03T08:01:45Z,189701.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fenster,dirisha,s,walakini,tasawari,maarifa,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,3_0_0_0_3_1_1,NA,NA,skipped,NA,189691.5999999,NA,NA,189689.5,189691.69999993,2023-07-03T08:01:45Z,189701.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fenster,dirisha,s,walakini,tasawari,maarifa,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,3_0_0_0_3_1_2,NA,NA,timeout,4996.153,189692.29999995,189685.134,189701.197,194680.996,194681.79999995,2023-07-03T08:01:50Z,194697.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fenster,dirisha,s,walakini,tasawari,maarifa,sdf,0,0,NA
59f2d,shallow,flow.Sequence,3_0_0_0_3_1,NA,NA,completion,11640.398,183025.0999999,183023.983,183040.598,194680.996,194682.39999998,2023-07-03T08:01:50Z,194697.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fenster,dirisha,s,walakini,tasawari,maarifa,sdf,NA,0,NA
59f2d,task,flow.Sequence,3_0_0_0_3,NA,NA,completion,11640.398,183024.89999998,183023.983,183040.598,194680.996,194682.5999999,2023-07-03T08:01:50Z,194697.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fenster,dirisha,s,walakini,tasawari,maarifa,sdf,NA,0,NA
59f2d,deep,flow.Sequence,3_0_0_0_4_0,NA,NA,skipped,NA,194682.79999995,NA,NA,194680.996,194683,2023-07-03T08:01:50Z,194697.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,s,msukumo,mtangulizi,uenyekiti,sdf,NA,0,NA
59f2d,Shallow Question,html.Page,3_0_0_0_4_1_0,msukumo,NA,form submission,5714.4499999523,194683.19999993,194680.996,194697.35,200411.79999995,200412,2023-07-03T08:01:56Z,200426.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,s,msukumo,mtangulizi,uenyekiti,NA,NA,0,NA
