observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,distractors,german,swahili,enc,distractor1,distractor2,distractor3,x,correct,x_2,response_2
f619c,Experiment start,canvas.Screen,2,weiter,keypress(q),response,9035.6579999998,3050384.3000002,3050381.689,3050397.842,3059433.5,3059434.5999999,2023-08-09T16:04:52Z,3059524.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f619c,deep,flow.Sequence,3_0_0_0_0_0,NA,NA,skipped,NA,3059509.4000001,NA,NA,3059433.5,3059509.5,2023-08-09T16:04:52Z,3059524.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,sdf,NA,0,NA
f619c,Shallow Question,html.Page,3_0_0_0_0_1_0,kutembea,NA,form submission,6004.5600000955,3059509.5,3059506.506,3059524.34,3065528.9000001,3065529.0999999,2023-08-09T16:04:58Z,3065535.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,NA,NA,0,NA
f619c,"""Richtig""-Screen",canvas.Screen,3_0_0_0_0_1_1,NA,NA,skipped,NA,3065530.8000002,NA,NA,3065528.9000001,3065530.9000001,2023-08-09T16:04:58Z,3065535.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,sdf,NA,0,NA
f619c,"""Falsch""-Screen",canvas.Screen,3_0_0_0_0_1_2,NA,NA,timeout,4996.3989999997,3065531.5,3065519.235,3065535.353,3070515.014,3070516.0999999,2023-08-09T16:05:03Z,3070531.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,sdf,0,0,NA
f619c,shallow,flow.Sequence,3_0_0_0_0_1,NA,NA,completion,10990.674,3059509.5,3059506.506,3059524.34,3070515.014,3070516.5,2023-08-09T16:05:03Z,3070531.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,sdf,NA,0,NA
f619c,task,flow.Sequence,3_0_0_0_0,NA,NA,completion,10990.674,3059509.3000002,3059506.506,3059524.34,3070515.014,3070516.8000002,2023-08-09T16:05:03Z,3070531.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,sdf,NA,0,NA
f619c,Deep Question,html.Page,3_0_0_0_1_0_0,tanuai,NA,form submission,4668.1480000955,3070517,3070515.014,3070531.752,3075199.9000001,3075200.0999999,2023-08-09T16:05:07Z,3075210.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,d,NA,NA,NA,NA,NA,0,NA
f619c,"""Richtig""-Screen",canvas.Screen,3_0_0_0_1_0_1,NA,NA,skipped,NA,3075202.5999999,NA,NA,3075199.9000001,3075202.8000002,2023-08-09T16:05:07Z,3075210.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,d,NA,NA,NA,sdf,NA,0,NA
f619c,"""Falsch""-Screen",canvas.Screen,3_0_0_0_1_0_2,NA,NA,timeout,4996.1710000001,3075204.5999999,3075194.645,3075210.837,3080190.563,3080191.4000001,2023-08-09T16:05:12Z,3080207.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,d,NA,NA,NA,sdf,0,0,NA
f619c,deep,flow.Sequence,3_0_0_0_1_0,NA,NA,completion,9658.8110000002,3070516.9000001,3070515.014,3070531.752,3080190.563,3080191.9000001,2023-08-09T16:05:12Z,3080207.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,d,NA,NA,NA,sdf,NA,0,NA
f619c,shallow,flow.Sequence,3_0_0_0_1_1,NA,NA,skipped,NA,3080192.0999999,NA,NA,3080190.563,3080192.2000003,2023-08-09T16:05:12Z,3080207.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,d,NA,NA,NA,sdf,NA,0,NA
f619c,task,flow.Sequence,3_0_0_0_1,NA,NA,completion,9658.8110000002,3070516.9000001,3070515.014,3070531.752,3080190.563,3080192.4000001,2023-08-09T16:05:12Z,3080207.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,d,NA,NA,NA,sdf,NA,0,NA
f619c,deep,flow.Sequence,3_0_0_0_2_0,NA,NA,skipped,NA,3080192.7000003,NA,NA,3080190.563,3080192.9000001,2023-08-09T16:05:12Z,3080207.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,sdf,NA,0,NA
f619c,Shallow Question,html.Page,3_0_0_0_2_1_0,uadilifu,NA,form submission,5311.4920000001,3080193.0999999,3080190.563,3080207.008,3085518.5,3085518.7000003,2023-08-09T16:05:18Z,3085518.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,NA,NA,0,NA
f619c,"""Richtig""-Screen",canvas.Screen,3_0_0_0_2_1_1,NA,NA,timeout,4996.3880000003,3085520.5999999,3085503.041,3085518.959,3090498.359,3090499.4000001,2023-08-09T16:05:23Z,3090515.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,sdf,1,0,NA
f619c,"""Falsch""-Screen",canvas.Screen,3_0_0_0_2_1_2,NA,NA,skipped,NA,3090504.5,NA,NA,3090498.359,3090504.7000003,2023-08-09T16:05:23Z,3090515.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,sdf,NA,0,NA
f619c,shallow,flow.Sequence,3_0_0_0_2_1,NA,NA,completion,10291.351,3080193.0999999,3080190.563,3080207.008,3090498.359,3090504.8000002,2023-08-09T16:05:23Z,3090515.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,sdf,NA,0,NA
f619c,task,flow.Sequence,3_0_0_0_2,NA,NA,completion,10291.351,3080192.5999999,3080190.563,3080207.008,3090498.359,3090504.9000001,2023-08-09T16:05:23Z,3090515.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,sdf,NA,0,NA
f619c,deep,flow.Sequence,3_0_0_0_3_0,NA,NA,skipped,NA,3090505,NA,NA,3090498.359,3090505,2023-08-09T16:05:23Z,3090515.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,s,haramia,tikisho,itifaki,sdf,NA,0,NA
f619c,Shallow Question,html.Page,3_0_0_0_3_1_0,haramia,NA,form submission,4629.5530000953,3090505,3090498.359,3090515.347,3095144.9000001,3095145.0999999,2023-08-09T16:05:27Z,3095161.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,s,haramia,tikisho,itifaki,NA,NA,0,NA
f619c,"""Richtig""-Screen",canvas.Screen,3_0_0_0_3_1_1,NA,NA,skipped,NA,3095146.8000002,NA,NA,3095144.9000001,3095147,2023-08-09T16:05:27Z,3095161.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,s,haramia,tikisho,itifaki,sdf,NA,0,NA
f619c,"""Falsch""-Screen",canvas.Screen,3_0_0_0_3_1_2,NA,NA,timeout,4996.0520000001,3095147.7000003,3095128.225,3095161.607,3100140.849,3100141.7000003,2023-08-09T16:05:32Z,3100157.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,s,haramia,tikisho,itifaki,sdf,0,0,NA
f619c,shallow,flow.Sequence,3_0_0_0_3_1,NA,NA,completion,9625.5019999999,3090505,3090498.359,3090515.347,3100140.849,3100142.2000003,2023-08-09T16:05:32Z,3100157.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,s,haramia,tikisho,itifaki,sdf,NA,0,NA
