Deep Question;html.Page;1_1_2_0_0;tgtg;NA;form submission;5829.143;1334063.2;1334059.691;1334076.357;1339905.5;1339906.1;2023-02-28T13:30:27Z;1339910.056;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;1_1_2_0_1;NA;NA;skipped;NA;1339911.1;NA;NA;1339905.5;1339911.4;2023-02-28T13:30:27Z;1339910.056;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;1_1_2_0_2;NA;NA;timeout;4999.8;1339912.5;1339893.39;1339910.056;1344893.19;1344895.4;2023-02-28T13:30:32Z;1344909.856;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;1_1_2_0;NA;NA;completion;10816.833;1334063.1;1334059.691;1334076.357;1344893.19;1344895.9;2023-02-28T13:30:32Z;1344909.856;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;1_1_2_1;NA;NA;skipped;NA;1344896;NA;NA;1344893.19;1344896.2;2023-02-28T13:30:32Z;1344909.856;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;1_1_2;NA;NA;completion;10816.833;1334063;1334059.691;1334076.357;1344893.19;1344896.4;2023-02-28T13:30:32Z;1344909.856;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;1_1_3_0;NA;NA;skipped;NA;1344896.6;NA;NA;1344893.19;1344896.7;2023-02-28T13:30:32Z;1344909.856;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;1_1_3_1_0;kiwimbe;NA;form submission;4778.644;1344896.9;1344893.19;1344909.856;1349688.5;1349689;2023-02-28T13:30:37Z;1349693.558;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;1_1_3_1_1;NA;NA;skipped;NA;1349692.9;NA;NA;1349688.5;1349693.1;2023-02-28T13:30:37Z;1349693.558;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;1_1_3_1_2;NA;NA;timeout;4999.8;1349694.2;1349676.892;1349693.558;1354676.692;1354679.6;2023-02-28T13:30:42Z;1354693.358;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;1_1_3_1;NA;NA;completion;9766.836;1344896.8;1344893.19;1344909.856;1354676.692;1354679.9;2023-02-28T13:30:42Z;1354693.358;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;1_1_3;NA;NA;completion;9766.836;1344896.6;1344893.19;1344909.856;1354676.692;1354680.2;2023-02-28T13:30:42Z;1354693.358;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;1_1_4_0;NA;NA;skipped;NA;1354680.4;NA;NA;1354676.692;1354680.6;2023-02-28T13:30:42Z;1354693.358;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;1_1_4_1_0;mawazo;NA;form submission;4038.042;1354680.8;1354676.692;1354693.358;1358731.4;1358732;2023-02-28T13:30:46Z;1358743.196;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;1_1_4_1_1;NA;NA;skipped;NA;1358734.9;NA;NA;1358731.4;1358735.4;2023-02-28T13:30:46Z;1358743.196;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;1_1_4_1_2;NA;NA;timeout;5000.433;1358736.3;1358726.53;1358743.196;1363726.963;1363729.4;2023-02-28T13:30:51Z;1363743.629;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;1_1_4_1;NA;NA;completion;9033.605;1354680.7;1354676.692;1354693.358;1363726.963;1363729.8;2023-02-28T13:30:51Z;1363743.629;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;1_1_4;NA;NA;completion;9033.605;1354680.3;1354676.692;1354693.358;1363726.963;1363730.1;2023-02-28T13:30:51Z;1363743.629;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;1_1_5_0_0;ef;NA;form submission;2125.071;1363730.4;1363726.963;1363743.629;1365868.7;1365869.4;2023-02-28T13:30:53Z;1365876.877;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;1_1_5_0_1;NA;NA;skipped;NA;1365872.7;NA;NA;1365868.7;1365872.8;2023-02-28T13:30:53Z;1365876.877;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;1_1_5_0_2;NA;NA;timeout;4999.8;1365873.6;1365860.211;1365876.877;1370860.011;1370862.7;2023-02-28T13:30:58Z;1370876.677;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;1_1_5_0;NA;NA;completion;7116.382;1363730.3;1363726.963;1363743.629;1370860.011;1370863.1;2023-02-28T13:30:58Z;1370876.677;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;1_1_5_1;NA;NA;skipped;NA;1370863.2;NA;NA;1370860.011;1370863.4;2023-02-28T13:30:58Z;1370876.677;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;1_1_5;NA;NA;completion;7116.382;1363730.2;1363726.963;1363743.629;1370860.011;1370863.6;2023-02-28T13:30:58Z;1370876.677;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
block;flow.Loop;1_1;NA;NA;completion;62533.846;1308315.9;1308309.499;1308326.165;1370860.011;1370863.9;2023-02-28T13:30:58Z;1370876.677;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Practice;flow.Sequence;1;NA;NA;completion;69836.358;1300998;1301006.987;1301023.653;1370860.011;1370864.1;2023-02-28T13:30:58Z;1370876.677;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Experiment start;canvas.Screen;2;weiter;keypress(q);response;16926.523;1370864.3;1370860.011;1370876.677;1387803.2;1387809.1;2023-02-28T13:31:15Z;1387876.617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_0_0_0_0;NA;NA;skipped;NA;1387864.6;NA;NA;1387803.2;1387864.7;2023-02-28T13:31:15Z;1387876.617;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;3_0_0_0_0_1_0;usuluhishi;NA;form submission;11121.483;1387864.7;1387859.951;1387876.617;1398998.1;1398998.6;2023-02-28T13:31:27Z;1399010.869;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_0_0_0_1_1;NA;NA;skipped;NA;1399001.3;NA;NA;1398998.1;1399001.4;2023-02-28T13:31:27Z;1399010.869;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_0_0_0_1_2;NA;NA;timeout;4999.8;1399002.7;1398994.203;1399010.869;1403994.003;1403996.3;2023-02-28T13:31:32Z;1404010.669;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_0_0_0_1;NA;NA;completion;16117.386;1387864.7;1387859.951;1387876.617;1403994.003;1403996.8;2023-02-28T13:31:32Z;1404010.669;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_0_0_0;NA;NA;completion;16117.386;1387864.6;1387859.951;1387876.617;1403994.003;1403996.9;2023-02-28T13:31:32Z;1404010.669;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_0_0_1_0;NA;NA;skipped;NA;1403997.1;NA;NA;1403994.003;1403997.2;2023-02-28T13:31:32Z;1404010.669;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;3_0_0_0_1_1_0;usimamizi;NA;form submission;14088.031;1403997.4;1403994.003;1404010.669;1418098.7;1418099.3;2023-02-28T13:31:46Z;1418110.631;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_0_0_1_1_1;NA;NA;skipped;NA;1418102;NA;NA;1418098.7;1418102.1;2023-02-28T13:31:46Z;1418110.631;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_0_0_1_1_2;NA;NA;timeout;4999.8;1418102.7;1418093.965;1418110.631;1423093.765;1423095.4;2023-02-28T13:31:51Z;1423110.431;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_0_0_1_1;NA;NA;completion;19083.096;1403997.4;1403994.003;1404010.669;1423093.765;1423095.8;2023-02-28T13:31:51Z;1423110.431;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_0_0_1;NA;NA;completion;19083.096;1403997.1;1403994.003;1404010.669;1423093.765;1423096.1;2023-02-28T13:31:51Z;1423110.431;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;3_0_0_0_2_0_0;j;NA;form submission;5238.369;1423096.3;1423093.765;1423110.431;1428348.8;1428349.4;2023-02-28T13:31:56Z;1428361.063;NA;Übersicht;kilindo;d;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_0_0_2_0_1;NA;NA;skipped;NA;1428352.1;NA;NA;1428348.8;1428352.3;2023-02-28T13:31:56Z;1428361.063;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_0_0_2_0_2;NA;NA;timeout;4999.8;1428352.8;1428344.397;1428361.063;1433344.197;1433346.9;2023-02-28T13:32:01Z;1433360.863;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_0_0_2_0;NA;NA;completion;10233.766;1423096.3;1423093.765;1423110.431;1433344.197;1433347.2;2023-02-28T13:32:01Z;1433360.863;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_0_0_2_1;NA;NA;skipped;NA;1433347.4;NA;NA;1433344.197;1433347.5;2023-02-28T13:32:01Z;1433360.863;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_0_0_2;NA;NA;completion;10233.766;1423096.2;1423093.765;1423110.431;1433344.197;1433347.7;2023-02-28T13:32:01Z;1433360.863;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_0_0_3_0;NA;NA;skipped;NA;1433347.9;NA;NA;1433344.197;1433348;2023-02-28T13:32:01Z;1433360.863;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;3_0_0_0_3_1_0;chokochoko;NA;form submission;10555.937;1433348.2;1433344.197;1433360.863;1443916.8;1443917.3;2023-02-28T13:32:11Z;1443928.142;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
