observation;sender;sender_type;sender_id;response;response_action;ended_on;duration;time_run;time_render;time_show;time_end;time_commit;timestamp;time_switch;distractors;german;swahili;enc;distractor1;distractor2;distractor3;response_2;x;correct;x_2;url_vp;url_sess;meta_labjs_version;meta_location;meta_user_agent;meta_platform;meta_language;meta_locale;meta_time_zone;meta_timezone_offset;meta_screen_width;meta_screen_height;meta_scroll_width;meta_scroll_height;meta_window_inner_width;meta_window_inner_height;meta_device_pixel_ratio;meta_labjs_build_flavor;meta_labjs_build_commit;;;;
40289;Shallow;Question;html.Page;3_0_0_0_0_1_0;NA;NA;form;submission;4232.14;879761;879760.56;879760.86;883993;883993;2023-05-28T18:47:19Z;883992.5;NULL;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;mhandisi;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
40289;"""Richtig""-Screen";canvas.Screen;3_0_0_0_0_1_1;NA;NA;skipped;NA;883997;NA;NA;883993;883997;2023-05-28T18:47:19Z;883992.5;NULL;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;"""Falsch""-Screen";canvas.Screen;3_0_0_0_0_1_2;NA;NA;timeout;4997.28;884000;883992.2;883992.5;888973.36;888975;2023-05-28T18:47:24Z;888989.78;NULL;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;shallow;flow.Sequence;3_0_0_0_0_1;NA;NA;completion;9212.5;879761;879760.56;879760.86;888973.36;888975;2023-05-28T18:47:24Z;888989.78;NULL;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;task;flow.Sequence;3_0_0_0_0;NA;NA;completion;9212.5;879760;879760.56;879760.86;888973.36;888976;2023-05-28T18:47:24Z;888989.78;NULL;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;deep;flow.Sequence;3_0_0_0_1_0;NA;NA;skipped;NA;888977;NA;NA;888973.36;888978;2023-05-28T18:47:24Z;888989.78;NULL;Wohlstand;mafanikio;s;chimbuko;kumbuko;mapwaji;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;Shallow;Question;html.Page;3_0_0_0_1_1_0;NA;NA;form;submission;5016.22;888978;888973.36;888989.78;894006;894006;2023-05-28T18:47:29Z;894005.76;NULL;Wohlstand;mafanikio;s;chimbuko;kumbuko;mapwaji;chimbuko;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
40289;"""Richtig""-Screen";canvas.Screen;3_0_0_0_1_1_1;NA;NA;skipped;NA;894008;NA;NA;894006;894008;2023-05-28T18:47:29Z;894005.76;NULL;Wohlstand;mafanikio;s;chimbuko;kumbuko;mapwaji;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;"""Falsch""-Screen";canvas.Screen;3_0_0_0_1_1_2;NA;NA;timeout;4999.26;894011;894004.02;894005.76;898988.46;898990;2023-05-28T18:47:34Z;899005.02;NULL;Wohlstand;mafanikio;s;chimbuko;kumbuko;mapwaji;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;shallow;flow.Sequence;3_0_0_0_1_1;NA;NA;completion;9998.68;888978;888973.36;888989.78;898988.46;898991;2023-05-28T18:47:34Z;899005.02;NULL;Wohlstand;mafanikio;s;chimbuko;kumbuko;mapwaji;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;task;flow.Sequence;3_0_0_0_1;NA;NA;completion;9998.68;888976;888973.36;888989.78;898988.46;898992;2023-05-28T18:47:34Z;899005.02;NULL;Wohlstand;mafanikio;s;chimbuko;kumbuko;mapwaji;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;Deep;Question;html.Page;3_0_0_0_2_0_0;NA;NA;form;submission;4522.98;898992;898988.46;899005.02;903528;903529;2023-05-28T18:47:39Z;903554.8;NULL;Notfall;dharura;d;NA;NA;NA;sdflkj;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
40289;"""Richtig""-Screen";canvas.Screen;3_0_0_0_2_0_1;NA;NA;skipped;NA;903531;NA;NA;903528;903532;2023-05-28T18:47:39Z;903554.8;NULL;Notfall;dharura;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;"""Falsch""-Screen";canvas.Screen;3_0_0_0_2_0_2;NA;NA;timeout;4999.16;903534;903537.86;903554.8;908537.28;908538;2023-05-28T18:47:44Z;908553.96;NULL;Notfall;dharura;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;deep;flow.Sequence;3_0_0_0_2_0;NA;NA;completion;9532.26;898992;898988.46;899005.02;908537.28;908539;2023-05-28T18:47:44Z;908553.96;NULL;Notfall;dharura;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;shallow;flow.Sequence;3_0_0_0_2_1;NA;NA;skipped;NA;908539;NA;NA;908537.28;908539;2023-05-28T18:47:44Z;908553.96;NULL;Notfall;dharura;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;task;flow.Sequence;3_0_0_0_2;NA;NA;completion;9532.26;898992;898988.46;899005.02;908537.28;908540;2023-05-28T18:47:44Z;908553.96;NULL;Notfall;dharura;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;Deep;Question;html.Page;3_0_0_0_3_0_0;NA;NA;form;submission;2972.04;908540;908537.28;908553.96;911526;911526;2023-05-28T18:47:47Z;911525.32;NULL;Ausschluss;kutengwa;d;NA;NA;NA;qelkrj;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
40289;"""Richtig""-Screen";canvas.Screen;3_0_0_0_3_0_1;NA;NA;skipped;NA;911529;NA;NA;911526;911529;2023-05-28T18:47:47Z;911525.32;NULL;Ausschluss;kutengwa;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;"""Falsch""-Screen";canvas.Screen;3_0_0_0_3_0_2;NA;NA;timeout;4994.28;911532;911524.94;911525.32;916502.86;916504;2023-05-28T18:47:52Z;916519.6;NULL;Ausschluss;kutengwa;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;deep;flow.Sequence;3_0_0_0_3_0;NA;NA;completion;7948.9;908540;908537.28;908553.96;916502.86;916504;2023-05-28T18:47:52Z;916519.6;NULL;Ausschluss;kutengwa;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;shallow;flow.Sequence;3_0_0_0_3_1;NA;NA;skipped;NA;916504;NA;NA;916502.86;916504;2023-05-28T18:47:52Z;916519.6;NULL;Ausschluss;kutengwa;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;task;flow.Sequence;3_0_0_0_3;NA;NA;completion;7948.9;908540;908537.28;908553.96;916502.86;916505;2023-05-28T18:47:52Z;916519.6;NULL;Ausschluss;kutengwa;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;Deep;Question;html.Page;3_0_0_0_4_0_0;NA;NA;form;submission;6069.4;916505;916502.86;916519.6;922589;922589;2023-05-28T18:47:58Z;922602.06;NULL;Vergnügen;kichekesho;d;NA;NA;NA;adflk;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
40289;"""Richtig""-Screen";canvas.Screen;3_0_0_0_4_0_1;NA;NA;skipped;NA;922591;NA;NA;922589;922592;2023-05-28T18:47:58Z;922602.06;NULL;Vergnügen;kichekesho;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;"""Falsch""-Screen";canvas.Screen;3_0_0_0_4_0_2;NA;NA;timeout;4999.4;922595;922587.54;922602.06;927585.2;927587;2023-05-28T18:48:03Z;927601.46;NULL;Vergnügen;kichekesho;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
40289;deep;flow.Sequence;3_0_0_0_4_0;NA;NA;completion;11065.6;916505;916502.86;916519.6;927585.2;927587;2023-05-28T18:48:03Z;927601.46;NULL;Vergnügen;kichekesho;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
