observation;sender;sender_type;sender_id;response;response_action;ended_on;duration;time_run;time_render;time_show;time_end;time_commit;timestamp;time_switch;german;swahili;enc;distractor1;distractor2;distractor3;response_2;x;correct;distractors;url_vp;url_sess;meta_labjs_version;meta_location;meta_user_agent;meta_platform;meta_language;meta_locale;meta_time_zone;meta_timezone_offset;meta_screen_width;meta_screen_height;meta_scroll_width;meta_scroll_height;meta_window_inner_width;meta_window_inner_height;meta_device_pixel_ratio;meta_labjs_build_flavor;meta_labjs_build_commit;;;;
1a5fb;Save;data;screen;canvas.Screen;1_2_0_1;NA;NA;timeout;500.022;13631.7;13621.642;13637.379;14120.762;14121.8;2023-05-14T18:27:09Z;14137.401;Flexibilität;kubadilika;s;enjini;usikilivu;hesabu;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_2_0;NA;NA;completion;2783.296;11322.6;11320.765;11337.466;14120.762;14122.1;2023-05-14T18:27:09Z;14137.401;Flexibilität;kubadilika;s;enjini;usikilivu;hesabu;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_2;NA;NA;completion;2783.296;11322.5;11320.765;11337.466;14120.762;14122.3;2023-05-14T18:27:09Z;14137.401;Flexibilität;kubadilika;s;enjini;usikilivu;hesabu;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_3_0_0;NA;NA;form;submission;2153.099;14122.4;14120.762;14137.401;16290.5;16290.7;2023-05-14T18:27:11Z;16304.034;Papier;karatasi;d;uchambuzi;usalama;kukataliwa;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_3_0_1;NA;NA;timeout;499.994;16291.3;16288.183;16304.034;16787.392;16794.8;2023-05-14T18:27:11Z;16804.028;Papier;karatasi;d;uchambuzi;usalama;kukataliwa;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_3_0;NA;NA;completion;2649.991;14122.4;14120.762;14137.401;16787.392;16795.1;2023-05-14T18:27:11Z;16804.028;Papier;karatasi;d;uchambuzi;usalama;kukataliwa;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_3;NA;NA;completion;2649.991;14122.3;14120.762;14137.401;16787.392;16795.2;2023-05-14T18:27:11Z;16804.028;Papier;karatasi;d;uchambuzi;usalama;kukataliwa;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_4_0_0;NA;NA;form;submission;1955.672;16795.3;16787.392;16804.028;18759.7;18759.9;2023-05-14T18:27:13Z;18770.7;Vorwurf;mashtaka;s;msukumo;mtangulizi;uenyekiti;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_4_0_1;NA;NA;timeout;500.032;18760.5;18757.379;18770.7;19254.027;19255.8;2023-05-14T18:27:14Z;19270.732;Vorwurf;mashtaka;s;msukumo;mtangulizi;uenyekiti;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_4_0;NA;NA;completion;2449.999;16795.3;16787.392;16804.028;19254.027;19255.9;2023-05-14T18:27:14Z;19270.732;Vorwurf;mashtaka;s;msukumo;mtangulizi;uenyekiti;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_4;NA;NA;completion;2449.999;16795.2;16787.392;16804.028;19254.027;19256;2023-05-14T18:27:14Z;19270.732;Vorwurf;mashtaka;s;msukumo;mtangulizi;uenyekiti;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_5_0_0;NA;NA;form;submission;1659.268;19256.1;19254.027;19270.732;20930;20930.1;2023-05-14T18:27:15Z;20937.322;Erneuerung;ukarabati;d;ushawishi;ukalifu;unyonyaji;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_5_0_1;NA;NA;timeout;500.056;20930.9;20922.198;20937.322;21420.674;21422.7;2023-05-14T18:27:16Z;21437.378;Erneuerung;ukarabati;d;ushawishi;ukalifu;unyonyaji;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_5_0;NA;NA;completion;2149.942;19256;19254.027;19270.732;21420.674;21422.9;2023-05-14T18:27:16Z;21437.378;Erneuerung;ukarabati;d;ushawishi;ukalifu;unyonyaji;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_5;NA;NA;completion;2149.942;19256;19254.027;19270.732;21420.674;21423;2023-05-14T18:27:16Z;21437.378;Erneuerung;ukarabati;d;ushawishi;ukalifu;unyonyaji;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_6_0_0;NA;NA;form;submission;2188.822;21423.1;21420.674;21437.378;23626.2;23626.5;2023-05-14T18:27:18Z;23637.295;Integrität;uadilifu;d;muungano;mtiririko;upunguaji;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_6_0_1;NA;NA;timeout;500.008;23627;23620.353;23637.295;24120.667;24123;2023-05-14T18:27:19Z;24137.303;Integrität;uadilifu;d;muungano;mtiririko;upunguaji;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_6_0;NA;NA;completion;2683.289;21423.1;21420.674;21437.378;24120.667;24123.2;2023-05-14T18:27:19Z;24137.303;Integrität;uadilifu;d;muungano;mtiririko;upunguaji;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_6;NA;NA;completion;2683.289;21423.1;21420.674;21437.378;24120.667;24123.3;2023-05-14T18:27:19Z;24137.303;Integrität;uadilifu;d;muungano;mtiririko;upunguaji;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_7_0_0;NA;NA;form;submission;1820.997;24123.4;24120.667;24137.303;25958.3;25958.5;2023-05-14T18:27:20Z;25970.608;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_7_0_1;NA;NA;timeout;500.026;25959.2;25955.321;25970.608;26453.998;26456.3;2023-05-14T18:27:21Z;26470.634;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_7_0;NA;NA;completion;2316.695;24123.4;24120.667;24137.303;26453.998;26456.6;2023-05-14T18:27:21Z;26470.634;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_7;NA;NA;completion;2316.695;24123.4;24120.667;24137.303;26453.998;26456.8;2023-05-14T18:27:21Z;26470.634;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_8_0_0;NA;NA;form;submission;2239.566;26456.9;26453.998;26470.634;28710.2;28710.4;2023-05-14T18:27:23Z;28720.589;Atmosphäre;angahewa;s;kuteseka;usahihi;kutoamini;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_8_0_1;NA;NA;timeout;500.046;28711;28706.774;28720.589;29203.958;29204.6;2023-05-14T18:27:24Z;29220.635;Atmosphäre;angahewa;s;kuteseka;usahihi;kutoamini;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_8_0;NA;NA;completion;2733.324;26456.9;26453.998;26470.634;29203.958;29204.7;2023-05-14T18:27:24Z;29220.635;Atmosphäre;angahewa;s;kuteseka;usahihi;kutoamini;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_8;NA;NA;completion;2733.324;26456.8;26453.998;26470.634;29203.958;29204.8;2023-05-14T18:27:24Z;29220.635;Atmosphäre;angahewa;s;kuteseka;usahihi;kutoamini;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_9_0_0;NA;NA;form;submission;1785.765;29205;29203.958;29220.635;31006.4;31006.7;2023-05-14T18:27:25Z;31020.575;Begegnung;kukutana;s;mmasihiya;mpiganaji;husiano;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_9_0_1;NA;NA;timeout;500.115;31007.2;31003.886;31020.575;31503.931;31504.7;2023-05-14T18:27:26Z;31520.69;Begegnung;kukutana;s;mmasihiya;mpiganaji;husiano;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_9_0;NA;NA;completion;2283.296;29205;29203.958;29220.635;31503.931;31504.9;2023-05-14T18:27:26Z;31520.69;Begegnung;kukutana;s;mmasihiya;mpiganaji;husiano;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_9;NA;NA;completion;2283.296;29204.9;29203.958;29220.635;31503.931;31505;2023-05-14T18:27:26Z;31520.69;Begegnung;kukutana;s;mmasihiya;mpiganaji;husiano;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_10_0_0;NA;NA;form;submission;1858.81;31505.2;31503.931;31520.69;33379.5;33379.7;2023-05-14T18:27:28Z;33387.211;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_10_0_1;NA;NA;timeout;500.01;33380.4;33372.128;33387.211;33870.565;33874;2023-05-14T18:27:28Z;33887.221;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_10_0;NA;NA;completion;2349.875;31505.2;31503.931;31520.69;33870.565;33874.1;2023-05-14T18:27:28Z;33887.221;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_10;NA;NA;completion;2349.875;31505.1;31503.931;31520.69;33870.565;33874.2;2023-05-14T18:27:28Z;33887.221;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_11_0_0;NA;NA;form;submission;1715.979;33874.3;33870.565;33887.221;35603.2;35603.4;2023-05-14T18:27:30Z;35603.926;Genehmigung;idhini;s;mwanamke;itikadi;fedheha;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_11_0_1;NA;NA;timeout;500.017;35603.9;35589.743;35603.926;36087.212;36087.9;2023-05-14T18:27:31Z;36103.943;Genehmigung;idhini;s;mwanamke;itikadi;fedheha;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_11_0;NA;NA;completion;2199.991;33874.3;33870.565;33887.221;36087.212;36088;2023-05-14T18:27:31Z;36103.943;Genehmigung;idhini;s;mwanamke;itikadi;fedheha;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_11;NA;NA;completion;2199.991;33874.2;33870.565;33887.221;36087.212;36088.1;2023-05-14T18:27:31Z;36103.943;Genehmigung;idhini;s;mwanamke;itikadi;fedheha;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_12_0_0;NA;NA;form;submission;1760.057;36088.2;36087.212;36103.943;37864;37864.3;2023-05-14T18:27:32Z;37870.509;Respekt;heshima;d;changamnao;upinzani;ufanisi;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_12_0_1;NA;NA;timeout;500.058;37864.9;37854.648;37870.509;38353.922;38354.9;2023-05-14T18:27:33Z;38370.567;Respekt;heshima;d;changamnao;upinzani;ufanisi;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_12_0;NA;NA;completion;2249.979;36088.2;36087.212;36103.943;38353.922;38355;2023-05-14T18:27:33Z;38370.567;Respekt;heshima;d;changamnao;upinzani;ufanisi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_12;NA;NA;completion;2249.979;36088.2;36087.212;36103.943;38353.922;38355.1;2023-05-14T18:27:33Z;38370.567;Respekt;heshima;d;changamnao;upinzani;ufanisi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_13_0_0;NA;NA;form;submission;1415.733;38355.2;38353.922;38370.567;39786.3;39786.5;2023-05-14T18:27:34Z;39787.232;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_13_0_1;NA;NA;timeout;500.033;39787;39771.214;39787.232;40270.58;40272;2023-05-14T18:27:35Z;40287.265;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_13_0;NA;NA;completion;1900.013;38355.2;38353.922;38370.567;40270.58;40272.1;2023-05-14T18:27:35Z;40287.265;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_13;NA;NA;completion;1900.013;38355.2;38353.922;38370.567;40270.58;40272.2;2023-05-14T18:27:35Z;40287.265;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_14_0_0;NA;NA;form;submission;1578.835;40272.3;40270.58;40287.265;41866.1;41866.3;2023-05-14T18:27:36Z;41870.536;Entwicklung;maendeleo;s;uangavu;mshindwa;badiliko;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_14_0_1;NA;NA;timeout;499.952;41866.8;41854.864;41870.536;42353.828;42355.7;2023-05-14T18:27:37Z;42370.488;Entwicklung;maendeleo;s;uangavu;mshindwa;badiliko;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_14_0;NA;NA;completion;2066.563;40272.3;40270.58;40287.265;42353.828;42355.9;2023-05-14T18:27:37Z;42370.488;Entwicklung;maendeleo;s;uangavu;mshindwa;badiliko;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_14;NA;NA;completion;2066.563;40272.3;40270.58;40287.265;42353.828;42356.1;2023-05-14T18:27:37Z;42370.488;Entwicklung;maendeleo;s;uangavu;mshindwa;badiliko;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Deep;Question;html.Page;1_15_0_0;NA;NA;form;submission;1908.712;42356.2;42353.828;42370.488;44279.2;44279.5;2023-05-14T18:27:39Z;44287.124;Fleisch;mshakiki;d;kizunguzungu;mshikamano;angusho;g;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;1_15_0_1;NA;NA;timeout;500.034;44280.1;44273.349;44287.124;44770.571;44771.3;2023-05-14T18:27:39Z;44787.158;Fleisch;mshakiki;d;kizunguzungu;mshikamano;angusho;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;deep;flow.Sequence;1_15_0;NA;NA;completion;2400.083;42356.1;42353.828;42370.488;44770.571;44771.5;2023-05-14T18:27:39Z;44787.158;Fleisch;mshakiki;d;kizunguzungu;mshikamano;angusho;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;1_15;NA;NA;completion;2400.083;42356.1;42353.828;42370.488;44770.571;44771.6;2023-05-14T18:27:39Z;44787.158;Fleisch;mshakiki;d;kizunguzungu;mshikamano;angusho;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;retrieval;block;1;(cued;recall);flow.Loop;1;NA;NA;completion;40533.033;4235.4;4220.886;4237.538;44770.571;44771.8;2023-05-14T18:27:39Z;44787.158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1a5fb;Shallow;Question;html.Page;2_0_0_0;NA;NA;form;submission;5088.142;44771.9;44770.571;44787.158;49875.3;49875.6;2023-05-14T18:27:44Z;49887.074;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;mdanganyifu;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;Save;data;screen;canvas.Screen;2_0_0_1;NA;NA;timeout;500.094;49876.1;49871.075;49887.074;50370.421;50371.1;2023-05-14T18:27:45Z;50387.168;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
1a5fb;shallow;flow.Sequence;2_0_0;NA;NA;completion;5583.263;44771.9;44770.571;44787.158;50370.421;50371.3;2023-05-14T18:27:45Z;50387.168;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;task;flow.Sequence;2_0;NA;NA;completion;5583.263;44771.8;44770.571;44787.158;50370.421;50371.4;2023-05-14T18:27:45Z;50387.168;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
1a5fb;Shallow;Question;html.Page;2_1_0_0;NA;NA;form;submission;7404.732;50371.5;50370.421;50387.168;57791.9;57792;2023-05-14T18:27:52Z;57803.673;Flexibilität;kubadilika;s;enjini;usikilivu;hesabu;usikilivu;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
