observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,distractors,german,swahili,enc,distractor1,distractor2,distractor3,x,correct,x_2
5e5e9,shallow,flow.Sequence,1_1_1_1,NA,NA,skipped,NA,54793.800000072,NA,NA,54792,54794.100000024,2024-04-01T09:30:35Z,54808.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Schatten,kivuli,d,NA,NA,NA,NA,NA,NA
5e5e9,task,flow.Sequence,1_1_1,NA,NA,completion,10060.5,44721.100000024,44714.9,44731.5,54792,54794.300000072,2024-04-01T09:30:35Z,54808.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Schatten,kivuli,d,NA,NA,NA,NA,NA,NA
5e5e9,Deep Question,html.Page,1_1_2_0_0,multi,NA,form submission,9071.5000000477,54794.5,54792,54808.7,63880.200000048,63880.5,2024-04-01T09:30:44Z,63886.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA
5e5e9,"""Richtig""-Screen",canvas.Screen,1_1_2_0_1,NA,NA,skipped,NA,63883.700000048,NA,NA,63880.200000048,63883.900000095004,2024-04-01T09:30:44Z,63886.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA
5e5e9,"""Falsch""-Screen",canvas.Screen,1_1_2_0_2,NA,NA,timeout,4997.3,63885.300000072,63874.79,63886.4,68866.8,68867.800000072,2024-04-01T09:30:49Z,68883.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,0,NA
5e5e9,deep,flow.Sequence,1_1_2_0,NA,NA,completion,14058.1,54794.5,54792,54808.7,68866.8,68868.100000024,2024-04-01T09:30:49Z,68883.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA
5e5e9,shallow,flow.Sequence,1_1_2_1,NA,NA,skipped,NA,68868.300000072,NA,NA,68866.8,68868.5,2024-04-01T09:30:49Z,68883.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA
5e5e9,task,flow.Sequence,1_1_2,NA,NA,completion,14058.1,54794.400000095004,54792,54808.7,68866.8,68868.700000048,2024-04-01T09:30:49Z,68883.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA
5e5e9,Deep Question,html.Page,1_1_3_0_0,keisfsh,NA,form submission,9599.6000000715,68869,68866.8,68883.7,78483.300000072,78483.600000024,2024-04-01T09:30:59Z,78494.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA
5e5e9,"""Richtig""-Screen",canvas.Screen,1_1_3_0_1,NA,NA,skipped,NA,78486.900000095,NA,NA,78483.300000072,78487,2024-04-01T09:30:59Z,78494.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA
5e5e9,"""Falsch""-Screen",canvas.Screen,1_1_3_0_2,NA,NA,timeout,4996.9,78487.800000072,78478.454,78494.2,83474.5,83475.5,2024-04-01T09:31:04Z,83491.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,0,NA
5e5e9,deep,flow.Sequence,1_1_3_0,NA,NA,completion,14590.8,68868.900000095,68866.8,68883.7,83474.5,83476,2024-04-01T09:31:04Z,83491.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA
5e5e9,shallow,flow.Sequence,1_1_3_1,NA,NA,skipped,NA,83476.100000024,NA,NA,83474.5,83476.200000048,2024-04-01T09:31:04Z,83491.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA
5e5e9,task,flow.Sequence,1_1_3,NA,NA,completion,14590.8,68868.900000095,68866.8,68883.7,83474.5,83476.5,2024-04-01T09:31:04Z,83491.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gesundheit,salama,d,NA,NA,NA,NA,NA,NA
5e5e9,deep,flow.Sequence,1_1_4_0,NA,NA,skipped,NA,83476.700000048,NA,NA,83474.5,83476.800000072,2024-04-01T09:31:04Z,83491.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA
5e5e9,Shallow Question,html.Page,1_1_4_1_0,mikopo,NA,form submission,6512.7000000715,83477,83474.5,83491.1,90003.800000072,90003.900000095,2024-04-01T09:31:10Z,90020.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA
5e5e9,"""Richtig""-Screen",canvas.Screen,1_1_4_1_1,NA,NA,skipped,NA,90005.400000095,NA,NA,90003.800000072,90005.5,2024-04-01T09:31:10Z,90020.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA
5e5e9,"""Falsch""-Screen",canvas.Screen,1_1_4_1_2,NA,NA,timeout,4997.1,90006,90003.964,90020.5,95001,95002,2024-04-01T09:31:15Z,95017.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,0,NA
5e5e9,shallow,flow.Sequence,1_1_4_1,NA,NA,completion,11509.9,83477,83474.5,83491.1,95001,95002.400000095,2024-04-01T09:31:15Z,95017.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA
5e5e9,task,flow.Sequence,1_1_4,NA,NA,completion,11509.9,83476.600000024,83474.5,83491.1,95001,95002.700000048,2024-04-01T09:31:15Z,95017.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Gegenwart,hadhara,s,katiba,jokofu,mikopo,NA,NA,NA
5e5e9,deep,flow.Sequence,1_1_5_0,NA,NA,skipped,NA,95002.900000095,NA,NA,95001,95003,2024-04-01T09:31:15Z,95017.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Rückhalt,msaada,s,muhula,auwali,kiwimbe,NA,NA,NA
5e5e9,Shallow Question,html.Page,1_1_5_1_0,auwali,NA,form submission,7129.9,95003.300000072,95001,95017.6,102147.5,102147.80000007,2024-04-01T09:31:23Z,102163.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Rückhalt,msaada,s,muhula,auwali,kiwimbe,NA,NA,NA
5e5e9,"""Richtig""-Screen",canvas.Screen,1_1_5_1_1,NA,NA,skipped,NA,102151,NA,NA,102147.5,102151.10000002,2024-04-01T09:31:23Z,102163.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Rückhalt,msaada,s,muhula,auwali,kiwimbe,NA,NA,NA
5e5e9,"""Falsch""-Screen",canvas.Screen,1_1_5_1_2,NA,NA,timeout,4997.1,102151.9000001,102147.008,102163.4,107143.3,107144.4000001,2024-04-01T09:31:28Z,107160.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Rückhalt,msaada,s,muhula,auwali,kiwimbe,NA,0,NA
5e5e9,shallow,flow.Sequence,1_1_5_1,NA,NA,completion,12125.7,95003.100000024,95001,95017.6,107143.3,107144.70000005,2024-04-01T09:31:28Z,107160.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Rückhalt,msaada,s,muhula,auwali,kiwimbe,NA,NA,NA
5e5e9,task,flow.Sequence,1_1_5,NA,NA,completion,12125.7,95002.800000072,95001,95017.6,107143.3,107144.9000001,2024-04-01T09:31:28Z,107160.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",Rückhalt,msaada,s,muhula,auwali,kiwimbe,NA,NA,NA
5e5e9,block,flow.Loop,1_1,NA,NA,completion,74704.1,32426.600000024,32427.2,32439.2,107143.3,107145.30000007,2024-04-01T09:31:28Z,107160.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")",NA,NA,NA,NA,NA,NA,NA,NA,NA
5e5e9,Practice,flow.Sequence,1,NA,NA,completion,82915.9,24218.5,24206.808,24227.4,107143.3,107145.60000002,2024-04-01T09:31:28Z,107160.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA
5e5e9,Experiment start,canvas.Screen,2,weiter,keypress(q),response,11465.600000024,107145.70000005,107143.3,107160.5,118626.10000002,118627.4000001,2024-04-01T09:31:39Z,118703.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5e5e9,deep,flow.Sequence,3_0_0_0_0_0,NA,NA,skipped,NA,118705.80000007,NA,NA,118626.10000002,118705.9000001,2024-04-01T09:31:39Z,118703.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,s,uangavu,mshindwa,badiliko,sdf,NA,0
5e5e9,Shallow Question,html.Page,3_0_0_0_0_1_0,badiliko,NA,form submission,7514.6700000954,118706,118703.23,118703.23,126217.9000001,126218.20000005,2024-04-01T09:31:47Z,126231.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,s,uangavu,mshindwa,badiliko,NA,NA,0
5e5e9,"""Richtig""-Screen",canvas.Screen,3_0_0_0_0_1_1,NA,NA,skipped,NA,126221.10000002,NA,NA,126217.9000001,126221.30000007,2024-04-01T09:31:47Z,126231.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,s,uangavu,mshindwa,badiliko,sdf,NA,0
5e5e9,"""Falsch""-Screen",canvas.Screen,3_0_0_0_0_1_2,NA,NA,timeout,4997.2,126222,126215.428,126231.6,131211.9,131213,2024-04-01T09:31:52Z,131228.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,s,uangavu,mshindwa,badiliko,sdf,0,0
5e5e9,shallow,flow.Sequence,3_0_0_0_0_1,NA,NA,completion,12508.67,118706,118703.23,118703.23,131211.9,131213.4000001,2024-04-01T09:31:52Z,131228.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,s,uangavu,mshindwa,badiliko,sdf,NA,0
5e5e9,task,flow.Sequence,3_0_0_0_0,NA,NA,completion,12508.67,118705.80000007,118703.23,118703.23,131211.9,131213.60000002,2024-04-01T09:31:52Z,131228.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,s,uangavu,mshindwa,badiliko,sdf,NA,0
5e5e9,deep,flow.Sequence,3_0_0_0_1_0,NA,NA,skipped,NA,131213.80000007,NA,NA,131211.9,131213.9000001,2024-04-01T09:31:52Z,131228.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Übersicht,kilindo,s,mgusano,chipukizi,kulinganisha,sdf,NA,0
5e5e9,Shallow Question,html.Page,3_0_0_0_1_1_0,mgusano,NA,form submission,8768.7,131214.10000002,131211.9,131228.8,139997.5,139997.70000005,2024-04-01T09:32:00Z,140006.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Übersicht,kilindo,s,mgusano,chipukizi,kulinganisha,NA,NA,0
5e5e9,"""Richtig""-Screen",canvas.Screen,3_0_0_0_1_1_1,NA,NA,skipped,NA,140000.9000001,NA,NA,139997.5,140001.10000002,2024-04-01T09:32:00Z,140006.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Übersicht,kilindo,s,mgusano,chipukizi,kulinganisha,sdf,NA,0
5e5e9,"""Falsch""-Screen",canvas.Screen,3_0_0_0_1_1_2,NA,NA,timeout,4997.2,140002,139991.1,140006.6,144986.9,144988,2024-04-01T09:32:05Z,145003.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Übersicht,kilindo,s,mgusano,chipukizi,kulinganisha,sdf,0,0
5e5e9,shallow,flow.Sequence,3_0_0_0_1_1,NA,NA,completion,13758.1,131214.10000002,131211.9,131228.8,144986.9,144988.30000007,2024-04-01T09:32:05Z,145003.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Übersicht,kilindo,s,mgusano,chipukizi,kulinganisha,sdf,NA,0
5e5e9,task,flow.Sequence,3_0_0_0_1,NA,NA,completion,13758.1,131213.70000005,131211.9,131228.8,144986.9,144988.5,2024-04-01T09:32:05Z,145003.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Übersicht,kilindo,s,mgusano,chipukizi,kulinganisha,sdf,NA,0
5e5e9,Deep Question,html.Page,3_0_0_0_2_0_0,palama,NA,form submission,6000.6000000954,144988.70000005,144986.9,145003.8,151004.4000001,151004.5,2024-04-01T09:32:11Z,151016.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,NA,NA,0
5e5e9,"""Richtig""-Screen",canvas.Screen,3_0_0_0_2_0_1,NA,NA,skipped,NA,151007.20000005,NA,NA,151004.4000001,151007.4000001,2024-04-01T09:32:11Z,151016.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,NA,0
5e5e9,"""Falsch""-Screen",canvas.Screen,3_0_0_0_2_0_2,NA,NA,timeout,4997,151008.20000005,151003.34,151016.6,155996.8,155997.70000005,2024-04-01T09:32:16Z,156013.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,0,0
5e5e9,deep,flow.Sequence,3_0_0_0_2_0,NA,NA,completion,10993,144988.70000005,144986.9,145003.8,155996.8,155998.10000002,2024-04-01T09:32:16Z,156013.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,NA,0
5e5e9,shallow,flow.Sequence,3_0_0_0_2_1,NA,NA,skipped,NA,155998.30000007,NA,NA,155996.8,155998.4000001,2024-04-01T09:32:16Z,156013.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,NA,0
5e5e9,task,flow.Sequence,3_0_0_0_2,NA,NA,completion,10993,144988.70000005,144986.9,145003.8,155996.8,155998.60000002,2024-04-01T09:32:16Z,156013.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,d,NA,NA,NA,sdf,NA,0
5e5e9,deep,flow.Sequence,3_0_0_0_3_0,NA,NA,skipped,NA,155998.70000005,NA,NA,155996.8,155998.9000001,2024-04-01T09:32:16Z,156013.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,s,msukumo,mtangulizi,uenyekiti,sdf,NA,0
5e5e9,Shallow Question,html.Page,3_0_0_0_3_1_0,uenyekiti,NA,form submission,11783.800000095,155999,155996.8,156013.6,167797.4000001,167797.60000002,2024-04-01T09:32:28Z,167806.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,s,msukumo,mtangulizi,uenyekiti,NA,NA,0
5e5e9,"""Richtig""-Screen",canvas.Screen,3_0_0_0_3_1_1,NA,NA,skipped,NA,167801,NA,NA,167797.4000001,167801.20000005,2024-04-01T09:32:28Z,167806.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,s,msukumo,mtangulizi,uenyekiti,sdf,NA,0
5e5e9,"""Falsch""-Screen",canvas.Screen,3_0_0_0_3_1_2,NA,NA,timeout,4997.3,167802.10000002,167790.1,167806.1,172786.5,172788.10000002,2024-04-01T09:32:33Z,172803.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,s,msukumo,mtangulizi,uenyekiti,sdf,0,0
5e5e9,shallow,flow.Sequence,3_0_0_0_3_1,NA,NA,completion,16772.9,155999,155996.8,156013.6,172786.5,172788.5,2024-04-01T09:32:33Z,172803.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,s,msukumo,mtangulizi,uenyekiti,sdf,NA,0
5e5e9,task,flow.Sequence,3_0_0_0_3,NA,NA,completion,16772.9,155998.70000005,155996.8,156013.6,172786.5,172788.9000001,2024-04-01T09:32:33Z,172803.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,s,msukumo,mtangulizi,uenyekiti,sdf,NA,0
5e5e9,Deep Question,html.Page,3_0_0_0_4_0_0,makaa,NA,form submission,5717.3000000477,172789.10000002,172786.5,172803.4,178520.70000005,178521,2024-04-01T09:32:39Z,178533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System,maongozi,d,NA,NA,NA,NA,NA,0
5e5e9,"""Richtig""-Screen",canvas.Screen,3_0_0_0_4_0_1,NA,NA,skipped,NA,178524.10000002,NA,NA,178520.70000005,178524.30000007,2024-04-01T09:32:39Z,178533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System,maongozi,d,NA,NA,NA,sdf,NA,0
