observation;sender;sender_type;sender_id;response;response_action;ended_on;duration;time_run;time_render;time_show;time_end;time_commit;timestamp;time_switch;distractors;german;swahili;enc;distractor1;distractor2;distractor3;response_2;x;correct;x_2;url_vp;url_sess;meta_labjs_version;meta_location;meta_user_agent;meta_platform;meta_language;meta_locale;meta_time_zone;meta_timezone_offset;meta_screen_width;meta_screen_height;meta_scroll_width;meta_scroll_height;meta_window_inner_width;meta_window_inner_height;meta_device_pixel_ratio;meta_labjs_build_flavor;meta_labjs_build_commit;;;;
a247c;shallow;flow.Sequence;1_1_2_1;NA;NA;skipped;NA;111084;NA;NA;111081.74;111085;2023-05-07T09:28:00Z;111098.16;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;1_1_2;NA;NA;completion;11665.64;99405;99399.62;99416.1;111081.74;111086;2023-05-07T09:28:00Z;111098.16;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;1_1_3_0;NA;NA;skipped;NA;111086;NA;NA;111081.74;111086;2023-05-07T09:28:00Z;111098.16;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gegenwart;hadhara;s;katiba;jokofu;mikopo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;1_1_3_1_0;NA;NA;form;submission;11052.84;111089;111081.74;111098.16;122151;122152;2023-05-07T09:28:11Z;122163.32;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gegenwart;hadhara;s;katiba;jokofu;mikopo;katiba;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;1_1_3_1_1;NA;NA;skipped;NA;122154;NA;NA;122151;122154;2023-05-07T09:28:11Z;122163.32;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gegenwart;hadhara;s;katiba;jokofu;mikopo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;1_1_3_1_2;NA;NA;timeout;4999.42;122155;122150.38;122163.32;127146.2;127147;2023-05-07T09:28:16Z;127162.74;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gegenwart;hadhara;s;katiba;jokofu;mikopo;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;1_1_3_1;NA;NA;completion;16048.04;111089;111081.74;111098.16;127146.2;127148;2023-05-07T09:28:16Z;127162.74;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gegenwart;hadhara;s;katiba;jokofu;mikopo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;1_1_3;NA;NA;completion;16048.04;111086;111081.74;111098.16;127146.2;127149;2023-05-07T09:28:16Z;127162.74;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gegenwart;hadhara;s;katiba;jokofu;mikopo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;1_1_4_0;NA;NA;skipped;NA;127150;NA;NA;127146.2;127150;2023-05-07T09:28:16Z;127162.74;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;1_1_4_1_0;NA;NA;form;submission;8089.26;127150;127146.2;127162.74;135252;135253;2023-05-07T09:28:24Z;135261.66;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;nafasi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;1_1_4_1_1;NA;NA;skipped;NA;135257;NA;NA;135252;135257;2023-05-07T09:28:24Z;135261.66;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;1_1_4_1_2;NA;NA;timeout;4999.34;135260;135249.3;135261.66;140244.48;140247;2023-05-07T09:28:29Z;140261;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;1_1_4_1;NA;NA;completion;13081.74;127150;127146.2;127162.74;140244.48;140248;2023-05-07T09:28:29Z;140261;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;1_1_4;NA;NA;completion;13081.74;127150;127146.2;127162.74;140244.48;140248;2023-05-07T09:28:29Z;140261;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;1_1_5_0;NA;NA;skipped;NA;140249;NA;NA;140244.48;140249;2023-05-07T09:28:29Z;140261;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;1_1_5_1_0;NA;NA;form;submission;9808;140250;140244.48;140261;150069;150069;2023-05-07T09:28:39Z;150076.44;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;muhula;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;1_1_5_1_1;NA;NA;skipped;NA;150071;NA;NA;150069;150071;2023-05-07T09:28:39Z;150076.44;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;1_1_5_1_2;NA;NA;timeout;4999.38;150073;150066.38;150076.44;155059.24;155061;2023-05-07T09:28:44Z;155075.82;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;1_1_5_1;NA;NA;completion;14798.24;140249;140244.48;140261;155059.24;155062;2023-05-07T09:28:44Z;155075.82;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;1_1_5;NA;NA;completion;14798.24;140249;140244.48;140261;155059.24;155063;2023-05-07T09:28:44Z;155075.82;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;block;flow.Loop;1_1;NA;NA;completion;83553.3;71504;71505.56;71505.94;155059.24;155063;2023-05-07T09:28:44Z;155075.82;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Practice;flow.Sequence;1;NA;NA;completion;95167.38;59890;59891.26;59891.86;155059.24;155064;2023-05-07T09:28:44Z;155075.82;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Experiment;start;canvas.Screen;2;weiter;keypress(q);response;16759.18;155064;155059.24;155075.82;171835;171851;2023-05-07T09:29:01Z;171956.9;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
a247c;deep;flow.Sequence;3_0_0_0_0_0;NA;NA;skipped;NA;171956;NA;NA;171835;171956;2023-05-07T09:29:01Z;171956.9;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;3_0_0_0_0_1_0;NA;NA;form;submission;8350.1;171956;171955.94;171956.9;180307;180308;2023-05-07T09:29:10Z;180306.1;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;wastani;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_0_0_0_1_1;NA;NA;skipped;NA;180312;NA;NA;180307;180312;2023-05-07T09:29:10Z;180306.1;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_0_0_0_1_2;NA;NA;timeout;4999.18;180315;180302.74;180306.1;185288.8;185290;2023-05-07T09:29:14Z;185305.28;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_0_0_0_1;NA;NA;completion;13331.9;171956;171955.94;171956.9;185288.8;185291;2023-05-07T09:29:14Z;185305.28;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_0_0_0;NA;NA;completion;13331.9;171956;171955.94;171956.9;185288.8;185292;2023-05-07T09:29:14Z;185305.28;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Deep;Question;html.Page;3_0_0_0_1_0_0;NA;NA;form;submission;6312.72;185292;185288.8;185305.28;191618;191619;2023-05-07T09:29:21Z;191621.18;NULL;Respekt;heshima;d;NA;NA;NA;dgg;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_0_0_1_0_1;NA;NA;skipped;NA;191620;NA;NA;191618;191621;2023-05-07T09:29:21Z;191621.18;NULL;Respekt;heshima;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_0_0_1_0_2;NA;NA;timeout;4999.42;191621;191617.16;191621.18;196604.02;196609;2023-05-07T09:29:26Z;196620.6;NULL;Respekt;heshima;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_0_0_1_0;NA;NA;completion;11298.74;185292;185288.8;185305.28;196604.02;196613;2023-05-07T09:29:26Z;196620.6;NULL;Respekt;heshima;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_0_0_1_1;NA;NA;skipped;NA;196615;NA;NA;196604.02;196616;2023-05-07T09:29:26Z;196620.6;NULL;Respekt;heshima;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_0_0_1;NA;NA;completion;11298.74;185292;185288.8;185305.28;196604.02;196617;2023-05-07T09:29:26Z;196620.6;NULL;Respekt;heshima;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Deep;Question;html.Page;3_0_0_0_2_0_0;NA;NA;form;submission;9391.4;196619;196604.02;196620.6;206012;206013;2023-05-07T09:29:35Z;206019.46;NULL;Orientierung;urekebisho;d;NA;NA;NA;ffe;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_0_0_2_0_1;NA;NA;skipped;NA;206025;NA;NA;206012;206025;2023-05-07T09:29:35Z;206019.46;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_0_0_2_0_2;NA;NA;timeout;4999.3;206030;206003.52;206019.46;211002.12;211004;2023-05-07T09:29:40Z;211018.76;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_0_0_2_0;NA;NA;completion;14381.52;196618;196604.02;196620.6;211002.12;211005;2023-05-07T09:29:40Z;211018.76;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_0_0_2_1;NA;NA;skipped;NA;211006;NA;NA;211002.12;211006;2023-05-07T09:29:40Z;211018.76;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_0_0_2;NA;NA;completion;14381.52;196618;196604.02;196620.6;211002.12;211007;2023-05-07T09:29:40Z;211018.76;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_0_0_3_0;NA;NA;skipped;NA;211009;NA;NA;211002.12;211010;2023-05-07T09:29:40Z;211018.76;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;3_0_0_0_3_1_0;NA;NA;form;submission;7004.24;211011;211002.12;211018.76;218023;218024;2023-05-07T09:29:47Z;218034.52;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;kilekile;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_0_0_3_1_1;NA;NA;skipped;NA;218027;NA;NA;218023;218028;2023-05-07T09:29:47Z;218034.52;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_0_0_3_1_2;NA;NA;timeout;4999.36;218032;218018.38;218034.52;223017.14;223019;2023-05-07T09:29:52Z;223033.88;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_0_0_3_1;NA;NA;completion;11998.38;211011;211002.12;211018.76;223017.14;223021;2023-05-07T09:29:52Z;223033.88;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_0_0_3;NA;NA;completion;11998.38;211008;211002.12;211018.76;223017.14;223021;2023-05-07T09:29:52Z;223033.88;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_0_0_4_0;NA;NA;skipped;NA;223022;NA;NA;223017.14;223022;2023-05-07T09:29:52Z;223033.88;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;3_0_0_0_4_1_0;NA;NA;form;submission;5729.12;223022;223017.14;223033.88;228763;228765;2023-05-07T09:29:58Z;228766.58;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;udhaifu;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_0_0_4_1_1;NA;NA;skipped;NA;228770;NA;NA;228763;228771;2023-05-07T09:29:58Z;228766.58;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
