observation;sender;sender_type;sender_id;response;response_action;ended_on;duration;time_run;time_render;time_show;time_end;time_commit;timestamp;time_switch;distractors;german;swahili;enc;distractor1;distractor2;distractor3;response_2;x;correct;x_2;url_vp;url_sess;meta_labjs_version;meta_location;meta_user_agent;meta_platform;meta_language;meta_locale;meta_time_zone;meta_timezone_offset;meta_screen_width;meta_screen_height;meta_scroll_width;meta_scroll_height;meta_window_inner_width;meta_window_inner_height;meta_device_pixel_ratio;meta_labjs_build_flavor;meta_labjs_build_commit;;;;
f2dbe;"""Richtig""-Screen";canvas.Screen;1_1_1_1_1;NA;NA;skipped;NA;35576;NA;NA;35574;35577;2023-06-16T11:32:26Z;35581.22;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;1_1_1_1_2;NA;NA;timeout;4999.3;35580;35572.32;35581.22;40563.88;40565;2023-06-16T11:32:31Z;40580.52;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;1_1_1_1;NA;NA;completion;10248.7;30312;30298.5;30315.18;40563.88;40566;2023-06-16T11:32:31Z;40580.52;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;1_1_1;NA;NA;completion;10248.7;30311;30298.5;30315.18;40563.88;40567;2023-06-16T11:32:31Z;40580.52;"c(""distractor1"", ""distractor2"", ""distractor3"")";Kritik;lawama;s;dereva;nafasi;mawazo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;deep;flow.Sequence;1_1_2_0;NA;NA;skipped;NA;40567;NA;NA;40563.88;40567;2023-06-16T11:32:31Z;40580.52;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Shallow;Question;html.Page;1_1_2_1_0;NA;NA;form;submission;4718.48;40568;40563.88;40580.52;45299;45300;2023-06-16T11:32:35Z;45313.28;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;1_1_2_1_1;NA;NA;skipped;NA;45306;NA;NA;45299;45307;2023-06-16T11:32:35Z;45313.28;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;1_1_2_1_2;NA;NA;timeout;4999.36;45313;45292.88;45313.28;50296.08;50297;2023-06-16T11:32:40Z;50312.64;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;1_1_2_1;NA;NA;completion;9715.56;40567;40563.88;40580.52;50296.08;50298;2023-06-16T11:32:40Z;50312.64;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;1_1_2;NA;NA;completion;9715.56;40567;40563.88;40580.52;50296.08;50299;2023-06-16T11:32:40Z;50312.64;"c(""distractor1"", ""distractor2"", ""distractor3"")";Rückhalt;msaada;s;muhula;auwali;kiwimbe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Deep;Question;html.Page;1_1_3_0_0;NA;NA;form;submission;4201.36;50300;50296.08;50312.64;54514;54514;2023-06-16T11:32:44Z;54528.78;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;kj;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;1_1_3_0_1;NA;NA;skipped;NA;54516;NA;NA;54514;54516;2023-06-16T11:32:44Z;54528.78;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;1_1_3_0_2;NA;NA;timeout;4999.4;54518;54513.06;54528.78;59511.54;59513;2023-06-16T11:32:49Z;59528.18;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;deep;flow.Sequence;1_1_3_0;NA;NA;completion;9198.9;50300;50296.08;50312.64;59511.54;59514;2023-06-16T11:32:49Z;59528.18;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;1_1_3_1;NA;NA;skipped;NA;59515;NA;NA;59511.54;59515;2023-06-16T11:32:49Z;59528.18;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;1_1_3;NA;NA;completion;9198.9;50300;50296.08;50312.64;59511.54;59516;2023-06-16T11:32:49Z;59528.18;"c(""distractor1"", ""distractor2"", ""distractor3"")";Gesundheit;salama;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Deep;Question;html.Page;1_1_4_0_0;NA;NA;form;submission;2308.82;59516;59511.54;59528.18;61837;61837;2023-06-16T11:32:52Z;61844.46;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;jföasdkj;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;1_1_4_0_1;NA;NA;skipped;NA;61840;NA;NA;61837;61840;2023-06-16T11:32:52Z;61844.46;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;1_1_4_0_2;NA;NA;timeout;4999.48;61843;61835.5;61844.46;66827.26;66829;2023-06-16T11:32:57Z;66843.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;deep;flow.Sequence;1_1_4_0;NA;NA;completion;7299.08;59516;59511.54;59528.18;66827.26;66830;2023-06-16T11:32:57Z;66843.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;1_1_4_1;NA;NA;skipped;NA;66830;NA;NA;66827.26;66830;2023-06-16T11:32:57Z;66843.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;1_1_4;NA;NA;completion;7299.08;59516;59511.54;59528.18;66827.26;66831;2023-06-16T11:32:57Z;66843.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";Schatten;kivuli;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Deep;Question;html.Page;1_1_5_0_0;NA;NA;form;submission;2735.06;66831;66827.26;66843.94;69579;69580;2023-06-16T11:33:00Z;69593.54;"c(""distractor1"", ""distractor2"", ""distractor3"")";Qualität;mtindo;d;NA;NA;NA;djf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;1_1_5_0_1;NA;NA;skipped;NA;69582;NA;NA;69579;69582;2023-06-16T11:33:00Z;69593.54;"c(""distractor1"", ""distractor2"", ""distractor3"")";Qualität;mtindo;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;1_1_5_0_2;NA;NA;timeout;4999.4;69584;69578.06;69593.54;74576.3;74585;2023-06-16T11:33:05Z;74592.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";Qualität;mtindo;d;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;deep;flow.Sequence;1_1_5_0;NA;NA;completion;7732.36;66831;66827.26;66843.94;74576.3;74589;2023-06-16T11:33:05Z;74592.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";Qualität;mtindo;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;1_1_5_1;NA;NA;skipped;NA;74589;NA;NA;74576.3;74590;2023-06-16T11:33:05Z;74592.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";Qualität;mtindo;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;1_1_5;NA;NA;completion;7732.36;66831;66827.26;66843.94;74576.3;74590;2023-06-16T11:33:05Z;74592.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";Qualität;mtindo;d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;block;flow.Loop;1_1;NA;NA;completion;61009;13565;13565.74;13567.3;74576.3;74591;2023-06-16T11:33:05Z;74592.94;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Practice;flow.Sequence;1;NA;NA;completion;65103.5;9472;9472.24;9472.8;74576.3;74591;2023-06-16T11:33:05Z;74592.94;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Experiment;start;canvas.Screen;2;weiter;keypress(q);response;6666.06;74591;74576.3;74592.94;81259;81275;2023-06-16T11:33:11Z;81377.32;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
f2dbe;deep;flow.Sequence;3_0_0_0_0_0;NA;NA;skipped;NA;81376;NA;NA;81259;81376;2023-06-16T11:33:11Z;81377.32;NULL;Spionage;upelelezi;s;maslahi;utokazo;magangao;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Shallow;Question;html.Page;3_0_0_0_0_1_0;NA;NA;form;submission;5648.68;81377;81377;81377.32;87026;87026;2023-06-16T11:33:17Z;87024.58;NULL;Spionage;upelelezi;s;maslahi;utokazo;magangao;maslahi;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;3_0_0_0_0_1_1;NA;NA;skipped;NA;87029;NA;NA;87026;87030;2023-06-16T11:33:17Z;87024.58;NULL;Spionage;upelelezi;s;maslahi;utokazo;magangao;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;3_0_0_0_0_1_2;NA;NA;timeout;4999.46;87033;87024.12;87024.58;92007.38;92009;2023-06-16T11:33:22Z;92024.04;NULL;Spionage;upelelezi;s;maslahi;utokazo;magangao;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;3_0_0_0_0_1;NA;NA;completion;10630.06;81376;81377;81377.32;92007.38;92010;2023-06-16T11:33:22Z;92024.04;NULL;Spionage;upelelezi;s;maslahi;utokazo;magangao;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;3_0_0_0_0;NA;NA;completion;10630.06;81376;81377;81377.32;92007.38;92010;2023-06-16T11:33:22Z;92024.04;NULL;Spionage;upelelezi;s;maslahi;utokazo;magangao;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;deep;flow.Sequence;3_0_0_0_1_0;NA;NA;skipped;NA;92011;NA;NA;92007.38;92011;2023-06-16T11:33:22Z;92024.04;NULL;Fenster;dirisha;s;walakini;tasawari;maarifa;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Shallow;Question;html.Page;3_0_0_0_1_1_0;NA;NA;form;submission;4896.96;92012;92007.38;92024.04;96921;96922;2023-06-16T11:33:27Z;96923.44;NULL;Fenster;dirisha;s;walakini;tasawari;maarifa;walakini;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;3_0_0_0_1_1_1;NA;NA;skipped;NA;96924;NA;NA;96921;96924;2023-06-16T11:33:27Z;96923.44;NULL;Fenster;dirisha;s;walakini;tasawari;maarifa;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;3_0_0_0_1_1_2;NA;NA;timeout;4999.3;96927;96920.2;96923.44;101906.18;101908;2023-06-16T11:33:32Z;101922.74;NULL;Fenster;dirisha;s;walakini;tasawari;maarifa;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;3_0_0_0_1_1;NA;NA;completion;9882.14;92012;92007.38;92024.04;101906.18;101909;2023-06-16T11:33:32Z;101922.74;NULL;Fenster;dirisha;s;walakini;tasawari;maarifa;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;3_0_0_0_1;NA;NA;completion;9882.14;92011;92007.38;92024.04;101906.18;101910;2023-06-16T11:33:32Z;101922.74;NULL;Fenster;dirisha;s;walakini;tasawari;maarifa;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;deep;flow.Sequence;3_0_0_0_2_0;NA;NA;skipped;NA;101910;NA;NA;101906.18;101912;2023-06-16T11:33:32Z;101922.74;NULL;Symbol;kielezo;s;kinyume;nderemo;utayari;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Shallow;Question;html.Page;3_0_0_0_2_1_0;NA;NA;form;submission;3514.26;101912;101906.18;101922.74;105437;105437;2023-06-16T11:33:35Z;105438.98;NULL;Symbol;kielezo;s;kinyume;nderemo;utayari;utayari;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;3_0_0_0_2_1_1;NA;NA;skipped;NA;105440;NA;NA;105437;105440;2023-06-16T11:33:35Z;105438.98;NULL;Symbol;kielezo;s;kinyume;nderemo;utayari;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;3_0_0_0_2_1_2;NA;NA;timeout;4999.38;105442;105435.48;105438.98;110421.72;110423;2023-06-16T11:33:40Z;110438.36;NULL;Symbol;kielezo;s;kinyume;nderemo;utayari;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;3_0_0_0_2_1;NA;NA;completion;8498.98;101912;101906.18;101922.74;110421.72;110424;2023-06-16T11:33:40Z;110438.36;NULL;Symbol;kielezo;s;kinyume;nderemo;utayari;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;3_0_0_0_2;NA;NA;completion;8498.98;101910;101906.18;101922.74;110421.72;110425;2023-06-16T11:33:40Z;110438.36;NULL;Symbol;kielezo;s;kinyume;nderemo;utayari;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Deep;Question;html.Page;3_0_0_0_3_0_0;NA;NA;form;submission;2078.64;110425;110421.72;110438.36;112517;112518;2023-06-16T11:33:42Z;112521.44;NULL;Schüler;mwanafunzi;d;NA;NA;NA;öjdf;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;3_0_0_0_3_0_1;NA;NA;skipped;NA;112521;NA;NA;112517;112521;2023-06-16T11:33:42Z;112521.44;NULL;Schüler;mwanafunzi;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;3_0_0_0_3_0_2;NA;NA;timeout;4999.42;112524;112516.44;112521.44;117504.22;117505;2023-06-16T11:33:47Z;117520.86;NULL;Schüler;mwanafunzi;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;deep;flow.Sequence;3_0_0_0_3_0;NA;NA;completion;7065.86;110425;110421.72;110438.36;117504.22;117506;2023-06-16T11:33:47Z;117520.86;NULL;Schüler;mwanafunzi;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;shallow;flow.Sequence;3_0_0_0_3_1;NA;NA;skipped;NA;117506;NA;NA;117504.22;117506;2023-06-16T11:33:47Z;117520.86;NULL;Schüler;mwanafunzi;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;task;flow.Sequence;3_0_0_0_3;NA;NA;completion;7065.86;110425;110421.72;110438.36;117504.22;117507;2023-06-16T11:33:47Z;117520.86;NULL;Schüler;mwanafunzi;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;Deep;Question;html.Page;3_0_0_0_4_0_0;NA;NA;form;submission;1957.14;117507;117504.22;117520.86;119478;119479;2023-06-16T11:33:49Z;119487.16;NULL;Vorsorge;tahadhari;d;NA;NA;NA;fkjsö;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
f2dbe;"""Richtig""-Screen";canvas.Screen;3_0_0_0_4_0_1;NA;NA;skipped;NA;119481;NA;NA;119478;119481;2023-06-16T11:33:49Z;119487.16;NULL;Vorsorge;tahadhari;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
f2dbe;"""Falsch""-Screen";canvas.Screen;3_0_0_0_4_0_2;NA;NA;timeout;4999.4;119485;119476.82;119487.16;124470;124472;2023-06-16T11:33:54Z;124486.56;NULL;Vorsorge;tahadhari;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
