observation;sender;sender_type;sender_id;response;response_action;ended_on;duration;time_run;time_render;time_show;time_end;time_commit;timestamp;time_switch;german;swahili;enc;distractor1;distractor2;distractor3;response_2;x;correct;distractors;url_vp;url_sess;meta_labjs_version;meta_location;meta_user_agent;meta_platform;meta_language;meta_locale;meta_time_zone;meta_timezone_offset;meta_screen_width;meta_screen_height;meta_scroll_width;meta_scroll_height;meta_window_inner_width;meta_window_inner_height;meta_device_pixel_ratio;meta_labjs_build_flavor;meta_labjs_build_commit;;;;
054fb;Save;data;screen;canvas.Screen;1_3_0_1;NA;NA;timeout;500.069;53926.2;53918.049;53934.301;54417.675;54418.7;2023-05-28T13:20:45Z;54434.37;Respekt;heshima;d;changamnao;upinzani;ufanisi;NA;NA;1;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_3_0;NA;NA;completion;5795.393;48607.1;48605.569;48622.282;54417.675;54418.9;2023-05-28T13:20:45Z;54434.37;Respekt;heshima;d;changamnao;upinzani;ufanisi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_3;NA;NA;completion;5795.393;48607;48605.569;48622.282;54417.675;54419;2023-05-28T13:20:45Z;54434.37;Respekt;heshima;d;changamnao;upinzani;ufanisi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_4_0_0;NA;NA;form;submission;5079.23;54419.2;54417.675;54434.37;59513.6;59513.8;2023-05-28T13:20:50Z;59546.362;Niveau;kiwango;d;usimamizi;mwamali;mshairi;katamandu;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_4_0_1;NA;NA;timeout;500.038;59515.3;59529.778;59546.362;60029.524;60030.4;2023-05-28T13:20:51Z;60046.4;Niveau;kiwango;d;usimamizi;mwamali;mshairi;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_4_0;NA;NA;completion;5595.154;54419.2;54417.675;54434.37;60029.524;60030.7;2023-05-28T13:20:51Z;60046.4;Niveau;kiwango;d;usimamizi;mwamali;mshairi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_4;NA;NA;completion;5595.154;54419.1;54417.675;54434.37;60029.524;60030.8;2023-05-28T13:20:51Z;60046.4;Niveau;kiwango;d;usimamizi;mwamali;mshairi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_5_0_0;NA;NA;form;submission;7859.3;60031;60029.524;60046.4;67905.7;67906;2023-05-28T13:20:59Z;67925.36;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;mshangoyu;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_5_0_1;NA;NA;timeout;497.502;67907.5;67889.62;67925.36;68406.192;68407.2;2023-05-28T13:20:59Z;68422.862;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_5_0;NA;NA;completion;8359.792;60030.9;60029.524;60046.4;68406.192;68407.5;2023-05-28T13:20:59Z;68422.862;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_5;NA;NA;completion;8359.792;60030.9;60029.524;60046.4;68406.192;68407.6;2023-05-28T13:20:59Z;68422.862;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_6_0_0;NA;NA;form;submission;2371.238;68407.8;68406.192;68422.862;70794.1;70794.2;2023-05-28T13:21:01Z;70803.771;Integrität;uadilifu;d;muungano;mtiririko;upunguaji;kjö;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_6_0_1;NA;NA;timeout;499.825;70794.7;70787.435;70803.771;71287.031;71292.5;2023-05-28T13:21:02Z;71303.596;Integrität;uadilifu;d;muungano;mtiririko;upunguaji;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_6_0;NA;NA;completion;2864.169;68407.8;68406.192;68422.862;71287.031;71292.8;2023-05-28T13:21:02Z;71303.596;Integrität;uadilifu;d;muungano;mtiririko;upunguaji;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_6;NA;NA;completion;2864.169;68407.8;68406.192;68422.862;71287.031;71293.1;2023-05-28T13:21:02Z;71303.596;Integrität;uadilifu;d;muungano;mtiririko;upunguaji;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_7_0_0;NA;NA;form;submission;3569.604;71293.2;71287.031;71303.596;74873.2;74873.4;2023-05-28T13:21:05Z;74883.769;Papier;karatasi;d;uchambuzi;usalama;kukataliwa;kartasi;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_7_0_1;NA;NA;timeout;499.811;74874.7;74867.458;74883.769;75367.133;75368.1;2023-05-28T13:21:06Z;75383.58;Papier;karatasi;d;uchambuzi;usalama;kukataliwa;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_7_0;NA;NA;completion;4063.537;71293.1;71287.031;71303.596;75367.133;75368.4;2023-05-28T13:21:06Z;75383.58;Papier;karatasi;d;uchambuzi;usalama;kukataliwa;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_7;NA;NA;completion;4063.537;71293.1;71287.031;71303.596;75367.133;75368.5;2023-05-28T13:21:06Z;75383.58;Papier;karatasi;d;uchambuzi;usalama;kukataliwa;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_8_0_0;NA;NA;form;submission;3291.22;75368.6;75367.133;75383.58;78674.8;78675;2023-05-28T13:21:09Z;78680.742;Fleisch;mshakiki;d;kizunguzungu;mshikamano;angusho;mshakiki;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_8_0_1;NA;NA;timeout;499.946;78676.3;78664.392;78680.742;79164.025;79165;2023-05-28T13:21:10Z;79180.688;Fleisch;mshakiki;d;kizunguzungu;mshikamano;angusho;NA;NA;1;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_8_0;NA;NA;completion;3780.445;75368.6;75367.133;75383.58;79164.025;79165.3;2023-05-28T13:21:10Z;79180.688;Fleisch;mshakiki;d;kizunguzungu;mshikamano;angusho;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_8;NA;NA;completion;3780.445;75368.6;75367.133;75383.58;79164.025;79165.4;2023-05-28T13:21:10Z;79180.688;Fleisch;mshakiki;d;kizunguzungu;mshikamano;angusho;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_9_0_0;NA;NA;form;submission;8288.412;79165.6;79164.025;79180.688;87469.1;87469.4;2023-05-28T13:21:18Z;87473.514;Vorwurf;mashtaka;s;msukumo;mtangulizi;uenyekiti;mshataka;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_9_0_1;NA;NA;timeout;499.933;87470.9;87457.086;87473.514;87956.784;87957.8;2023-05-28T13:21:19Z;87973.447;Vorwurf;mashtaka;s;msukumo;mtangulizi;uenyekiti;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_9_0;NA;NA;completion;8776.096;79165.6;79164.025;79180.688;87956.784;87958;2023-05-28T13:21:19Z;87973.447;Vorwurf;mashtaka;s;msukumo;mtangulizi;uenyekiti;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_9;NA;NA;completion;8776.096;79165.5;79164.025;79180.688;87956.784;87958.1;2023-05-28T13:21:19Z;87973.447;Vorwurf;mashtaka;s;msukumo;mtangulizi;uenyekiti;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_10_0_0;NA;NA;form;submission;4643.953;87958.4;87956.784;87973.447;92617.4;92617.6;2023-05-28T13:21:23Z;92619.334;Atmosphäre;angahewa;s;kuteseka;usahihi;kutoamini;angehewa;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_10_0_1;NA;NA;timeout;499.893;92619;92602.691;92619.334;93102.562;93103.5;2023-05-28T13:21:24Z;93119.227;Atmosphäre;angahewa;s;kuteseka;usahihi;kutoamini;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_10_0;NA;NA;completion;5129.115;87958.3;87956.784;87973.447;93102.562;93103.8;2023-05-28T13:21:24Z;93119.227;Atmosphäre;angahewa;s;kuteseka;usahihi;kutoamini;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_10;NA;NA;completion;5129.115;87958.3;87956.784;87973.447;93102.562;93104;2023-05-28T13:21:24Z;93119.227;Atmosphäre;angahewa;s;kuteseka;usahihi;kutoamini;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_11_0_0;NA;NA;form;submission;1639.473;93104.1;93102.562;93119.227;94758.7;94758.8;2023-05-28T13:21:25Z;94767.398;Flexibilität;kubadilika;s;enjini;usikilivu;hesabu;fdfj;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_11_0_1;NA;NA;timeout;499.776;94759.3;94744.806;94767.398;95250.669;95251.6;2023-05-28T13:21:26Z;95267.174;Flexibilität;kubadilika;s;enjini;usikilivu;hesabu;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_11_0;NA;NA;completion;2131.442;93104.1;93102.562;93119.227;95250.669;95251.9;2023-05-28T13:21:26Z;95267.174;Flexibilität;kubadilika;s;enjini;usikilivu;hesabu;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_11;NA;NA;completion;2131.442;93104.1;93102.562;93119.227;95250.669;95252.1;2023-05-28T13:21:26Z;95267.174;Flexibilität;kubadilika;s;enjini;usikilivu;hesabu;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_12_0_0;NA;NA;form;submission;5280.326;95252.3;95250.669;95267.174;100547.5;100547.7;2023-05-28T13:21:31Z;100562.699;Begegnung;kukutana;s;mmasihiya;mpiganaji;husiano;kolajoijik;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_12_0_1;NA;NA;timeout;500.033;100549.2;100546.541;100562.699;101046.032;101046.9;2023-05-28T13:21:32Z;101062.732;Begegnung;kukutana;s;mmasihiya;mpiganaji;husiano;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_12_0;NA;NA;completion;5778.858;95252.2;95250.669;95267.174;101046.032;101047.3;2023-05-28T13:21:32Z;101062.732;Begegnung;kukutana;s;mmasihiya;mpiganaji;husiano;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_12;NA;NA;completion;5778.858;95252.2;95250.669;95267.174;101046.032;101047.4;2023-05-28T13:21:32Z;101062.732;Begegnung;kukutana;s;mmasihiya;mpiganaji;husiano;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_13_0_0;NA;NA;form;submission;2334.168;101047.6;101046.032;101062.732;103396.9;103397.2;2023-05-28T13:21:34Z;103410.409;Orientierung;urekebisho;d;uelekeo;marekebisho;utunzaji;fdsfa;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_13_0_1;NA;NA;timeout;499.661;103397.5;103393.739;103410.409;103893.455;103894.3;2023-05-28T13:21:34Z;103910.07;Orientierung;urekebisho;d;uelekeo;marekebisho;utunzaji;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_13_0;NA;NA;completion;2830.723;101047.6;101046.032;101062.732;103893.455;103894.5;2023-05-28T13:21:34Z;103910.07;Orientierung;urekebisho;d;uelekeo;marekebisho;utunzaji;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_13;NA;NA;completion;2830.723;101047.5;101046.032;101062.732;103893.455;103894.6;2023-05-28T13:21:34Z;103910.07;Orientierung;urekebisho;d;uelekeo;marekebisho;utunzaji;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_14_0_0;NA;NA;form;submission;2127.53;103894.8;103893.455;103910.07;106037.6;106037.7;2023-05-28T13:21:37Z;106041.518;Entwicklung;maendeleo;s;uangavu;mshindwa;badiliko;fjödljf;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_14_0_1;NA;NA;timeout;499.671;106039;106024.94;106041.518;106524.868;106525.9;2023-05-28T13:21:37Z;106541.189;Entwicklung;maendeleo;s;uangavu;mshindwa;badiliko;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_14_0;NA;NA;completion;2614.798;103894.8;103893.455;103910.07;106524.868;106526.1;2023-05-28T13:21:37Z;106541.189;Entwicklung;maendeleo;s;uangavu;mshindwa;badiliko;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_14;NA;NA;completion;2614.798;103894.8;103893.455;103910.07;106524.868;106526.3;2023-05-28T13:21:37Z;106541.189;Entwicklung;maendeleo;s;uangavu;mshindwa;badiliko;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Deep;Question;html.Page;1_15_0_0;NA;NA;form;submission;3921.111;106526.5;106524.868;106541.189;110462.3;110462.5;2023-05-28T13:21:41Z;110471.179;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;lkjads;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;1_15_0_1;NA;NA;timeout;499.775;110464;110445.35;110471.179;110954.437;110955.4;2023-05-28T13:21:42Z;110970.954;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;NA;NA;0;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;deep;flow.Sequence;1_15_0;NA;NA;completion;4413.248;106526.4;106524.868;106541.189;110954.437;110955.8;2023-05-28T13:21:42Z;110970.954;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;1_15;NA;NA;completion;4413.248;106526.4;106524.868;106541.189;110954.437;110956;2023-05-28T13:21:42Z;110970.954;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;retrieval;block;1;(cued;recall);flow.Loop;1;NA;NA;completion;103331.94;7614.9;7606.225;7622.497;110954.437;110956.1;2023-05-28T13:21:42Z;110970.954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
054fb;Shallow;Question;html.Page;2_0_0_0;NA;NA;form;submission;3204.746;110956.3;110954.437;110970.954;114175.7;114175.9;2023-05-28T13:21:45Z;114184.97;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;mdanganyifu;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;Save;data;screen;canvas.Screen;2_0_0_1;NA;NA;timeout;499.836;114176.8;114168.468;114184.97;114668.165;114669.2;2023-05-28T13:21:45Z;114684.806;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
054fb;shallow;flow.Sequence;2_0_0;NA;NA;completion;3697.211;110956.2;110954.437;110970.954;114668.165;114669.5;2023-05-28T13:21:45Z;114684.806;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;task;flow.Sequence;2_0;NA;NA;completion;3697.211;110956.2;110954.437;110970.954;114668.165;114669.7;2023-05-28T13:21:45Z;114684.806;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
054fb;Shallow;Question;html.Page;2_1_0_0;NA;NA;form;submission;3514.794;114669.9;114668.165;114684.806;118199.6;118199.8;2023-05-28T13:21:49Z;118215.097;Wechsel;ugeuzaji;d;utambulisho;kujenga;wasiwasi;ugeuzaji;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
